ISO,Year,Item,FDKCi
ARM,2016,Rapeseed,0.0
ARM,2016,"Rice, paddy",0.0
ARM,2016,Roots and tubers nes,0.0
ARM,2016,Rye,0.0
ARM,2016,Sesame seed,0.0
ARM,2016,Sorghum,0.0
ARM,2016,Soybeans,0.0
ARM,2016,Spices nes,0.0
ARM,2016,Spinach,0.0
ARM,2016,Strawberries,0.0
ARM,2016,Sugar beet,0.0
ARM,2016,Sunflower seed,0.0
ARM,2016,Sweet corn frozen,0.0
ARM,2016,Sweet corn prep or preserved,0.0
ARM,2016,Sweet potatoes,0.0
ARM,2016,"Tangerines, mandarins, clementines, satsumas",2.0
ARM,2016,Tea,0.0
ARM,2016,Tomatoes,39.0
ARM,2016,Triticale,0.0
ARM,2016,Vanilla,0.0
ARM,2016,"Vegetables, fresh nes",59.0
ARM,2016,"Vegetables, leguminous nes",0.0
ARM,2016,Vetches,0.0
ARM,2016,"Walnuts, with shell",12.0
ARM,2016,Watermelons,35.0
ARM,2016,Wheat,0.0
ARM,2017,"Almonds, with shell",0.0
ARM,2017,"Anise, badian, fennel, coriander",0.0
ARM,2017,Apples,20.0
ARM,2017,Apricots,33.0
ARM,2017,Artichokes,0.0
ARM,2017,Asparagus,0.0
ARM,2017,Avocados,0.0
ARM,2017,Bananas,7.0
ARM,2017,Barley,0.0
ARM,2017,"Beans, dry",14.0
ARM,2017,"Beans, green",0.0
ARM,2017,Berries nes,7.0
ARM,2017,Blueberries,0.0
ARM,2017,"Brazil nuts, with shell",0.0
ARM,2017,Buckwheat,0.0
ARM,2017,Cabbages and other brassicas,18.0
ARM,2017,Canary seed,0.0
ARM,2017,Carrots and turnips,6.0
ARM,2017,"Cashew nuts, with shell",0.0
ARM,2017,Cauliflowers and broccoli,1.0
ARM,2017,Cereals nes,0.0
ARM,2017,Cherries,4.0
ARM,2017,"Cherries, sour",2.0
ARM,2017,Chestnut,0.0
ARM,2017,Chick peas,2.0
ARM,2017,"Chillies and peppers, dry",0.0
ARM,2017,"Chillies and peppers, green",0.0
ARM,2017,Cinnamon (cannella),0.0
ARM,2017,Cloves,0.0
ARM,2017,"Cocoa, beans",3.0
ARM,2017,Coconuts,0.0
ARM,2017,"Coffee, green",4.0
ARM,2017,Cranberries,0.0
ARM,2017,Cucumbers and gherkins,7.0
ARM,2017,Currants,0.0
ARM,2017,Dates,1.0
ARM,2017,Eggplants (aubergines),0.0
ARM,2017,"Eggs, hen, in shell",42.0
ARM,2017,"Eggs, other bird, in shell",1.0
ARM,2017,"Fat, cattle",16.0
ARM,2017,"Fat, goats",0.0
ARM,2017,"Fat, pigs",26.0
ARM,2017,"Fat, sheep",3.0
ARM,2017,Figs,0.0
ARM,2017,"Fruit, citrus nes",0.0
ARM,2017,"Fruit, fresh nes",0.0
ARM,2017,"Fruit, stone nes",0.0
ARM,2017,"Fruit, tropical fresh nes",1.0
ARM,2017,Garlic,14.0
ARM,2017,Ginger,0.0
ARM,2017,Grapefruit (inc. pomelos),0.0
ARM,2017,Grapes,18.0
ARM,2017,"Groundnuts, with shell",1.0
ARM,2017,"Hazelnuts, with shell",0.0
ARM,2017,"Honey, natural",6.0
ARM,2017,Kiwi fruit,1.0
ARM,2017,"Leeks, other alliaceous vegetables",0.0
ARM,2017,Lemons and limes,0.0
ARM,2017,Lentils,7.0
ARM,2017,Linseed,0.0
ARM,2017,Maize,0.0
ARM,2017,"Maize, green",0.0
ARM,2017,"Mangoes, mangosteens, guavas",0.0
ARM,2017,Maté,0.0
ARM,2017,Meat nes,0.0
ARM,2017,"Meat, cattle",104.0
ARM,2017,"Meat, chicken",51.0
ARM,2017,"Meat, duck",0.0
ARM,2017,"Meat, game",0.0
ARM,2017,"Meat, goat",0.0
ARM,2017,"Meat, goose and guinea fowl",0.0
ARM,2017,"Meat, pig",32.0
ARM,2017,"Meat, rabbit",0.0
ARM,2017,"Meat, sheep",21.0
ARM,2017,"Meat, turkey",0.0
ARM,2017,"Melons, other (inc.cantaloupes)",0.0
ARM,2017,Melonseed,0.0
ARM,2017,"Milk, whole fresh cow",284.0
ARM,2017,"Milk, whole fresh goat",3.0
ARM,2017,"Milk, whole fresh sheep",53.0
ARM,2017,Millet,0.0
ARM,2017,Mushrooms and truffles,0.0
ARM,2017,Mustard seed,0.0
ARM,2017,"Nutmeg, mace and cardamoms",0.0
ARM,2017,Nuts nes,0.0
ARM,2017,Oats,4.0
ARM,2017,"Offals, edible, cattle",11.0
ARM,2017,"Offals, edible, goats",0.0
ARM,2017,"Offals, liver chicken",1.0
ARM,2017,"Offals, pigs, edible",3.0
ARM,2017,"Offals, sheep,edible",3.0
ARM,2017,Oilseeds nes,0.0
ARM,2017,Olives,0.0
ARM,2017,"Onions, dry",15.0
ARM,2017,"Onions, shallots, green",0.0
ARM,2017,Oranges,3.0
ARM,2017,Papayas,0.0
ARM,2017,Peaches and nectarines,20.0
ARM,2017,Pears,7.0
ARM,2017,"Peas, dry",0.0
ARM,2017,"Peas, green",0.0
ARM,2017,Pepper (piper spp.),0.0
ARM,2017,Persimmons,1.0
ARM,2017,Pigeon peas,0.0
ARM,2017,Pineapples,0.0
ARM,2017,Pistachios,0.0
ARM,2017,Plantains and others,0.0
ARM,2017,Plums and sloes,2.0
ARM,2017,Poppy seed,0.0
ARM,2017,Potatoes,71.0
ARM,2017,Pulses nes,0.0
ARM,2017,"Pumpkins, squash and gourds",0.0
ARM,2017,Quinces,1.0
ARM,2017,Quinoa,0.0
ARM,2017,Rapeseed,0.0
ARM,2017,Raspberries,0.0
ARM,2017,"Rice, paddy",0.0
ARM,2017,Roots and tubers nes,0.0
ARM,2017,Rye,0.0
ARM,2017,Safflower seed,0.0
ARM,2017,Sesame seed,0.0
ARM,2017,"Snails, not sea",0.0
ARM,2017,Sorghum,0.0
ARM,2017,Soybeans,0.0
ARM,2017,Spices nes,0.0
ARM,2017,Spinach,0.0
ARM,2017,Strawberries,0.0
ARM,2017,Sugar beet,0.0
ARM,2017,Sunflower seed,0.0
ARM,2017,Sweet corn frozen,0.0
ARM,2017,Sweet corn prep or preserved,1.0
ARM,2017,Sweet potatoes,0.0
ARM,2017,"Tangerines, mandarins, clementines, satsumas",1.0
ARM,2017,Taro (cocoyam),0.0
ARM,2017,Tea,0.0
ARM,2017,Tomatoes,31.0
ARM,2017,Triticale,0.0
ARM,2017,Vanilla,0.0
ARM,2017,"Vegetables, fresh nes",58.0
ARM,2017,"Vegetables, leguminous nes",0.0
ARM,2017,Vetches,0.0
ARM,2017,"Walnuts, with shell",12.0
ARM,2017,Watermelons,32.0
ARM,2017,Wheat,0.0
ARM,2018,"Almonds, with shell",0.0
ARM,2018,"Anise, badian, fennel, coriander",0.0
ARM,2018,Apples,16.0
ARM,2018,Apricots,35.0
ARM,2018,Asparagus,0.0
ARM,2018,Avocados,0.0
ARM,2018,Bananas,13.0
ARM,2018,Barley,0.0
ARM,2018,"Beans, dry",11.0
ARM,2018,"Beans, green",0.0
ARM,2018,Berries nes,5.0
ARM,2018,Blueberries,0.0
ARM,2018,"Brazil nuts, with shell",0.0
ARM,2018,Buckwheat,0.0
ARM,2018,Cabbages and other brassicas,14.0
ARM,2018,Canary seed,0.0
ARM,2018,Carrots and turnips,6.0
ARM,2018,"Cashew nuts, with shell",0.0
ARM,2018,Cauliflowers and broccoli,1.0
ARM,2018,Cereals nes,0.0
ARM,2018,Cherries,7.0
ARM,2018,"Cherries, sour",2.0
ARM,2018,Chestnut,0.0
ARM,2018,Chick peas,0.0
ARM,2018,"Chillies and peppers, dry",1.0
ARM,2018,"Chillies and peppers, green",0.0
ARM,2018,Cinnamon (cannella),0.0
ARM,2018,Cloves,0.0
ARM,2018,"Cocoa, beans",5.0
ARM,2018,Coconuts,0.0
ARM,2018,"Coffee, green",4.0
ARM,2018,Cranberries,0.0
ARM,2018,Cucumbers and gherkins,6.0
ARM,2018,Currants,0.0
ARM,2018,Dates,1.0
ARM,2018,Eggplants (aubergines),0.0
ARM,2018,"Eggs, hen, in shell",44.0
ARM,2018,"Eggs, other bird, in shell",0.0
ARM,2018,"Fat, cattle",16.0
ARM,2018,"Fat, goats",0.0
ARM,2018,"Fat, pigs",26.0
ARM,2018,"Fat, sheep",3.0
ARM,2018,Figs,0.0
ARM,2018,"Fruit, citrus nes",0.0
ARM,2018,"Fruit, fresh nes",2.0
ARM,2018,"Fruit, stone nes",0.0
ARM,2018,"Fruit, tropical fresh nes",1.0
ARM,2018,Garlic,11.0
ARM,2018,Ginger,0.0
ARM,2018,Grapefruit (inc. pomelos),0.0
ARM,2018,Grapes,17.0
ARM,2018,"Groundnuts, with shell",0.0
ARM,2018,"Hazelnuts, with shell",0.0
ARM,2018,"Honey, natural",6.0
ARM,2018,Kiwi fruit,1.0
ARM,2018,"Leeks, other alliaceous vegetables",0.0
ARM,2018,Lemons and limes,0.0
ARM,2018,Lentils,9.0
ARM,2018,Lettuce and chicory,0.0
ARM,2018,Linseed,0.0
ARM,2018,Maize,0.0
ARM,2018,"Maize, green",0.0
ARM,2018,"Mangoes, mangosteens, guavas",0.0
ARM,2018,Maté,0.0
ARM,2018,Meat nes,0.0
ARM,2018,"Meat, cattle",103.0
ARM,2018,"Meat, chicken",50.0
ARM,2018,"Meat, duck",0.0
ARM,2018,"Meat, goat",0.0
ARM,2018,"Meat, goose and guinea fowl",0.0
ARM,2018,"Meat, pig",32.0
ARM,2018,"Meat, rabbit",0.0
ARM,2018,"Meat, sheep",21.0
ARM,2018,"Meat, turkey",0.0
ARM,2018,"Melons, other (inc.cantaloupes)",0.0
ARM,2018,Melonseed,0.0
ARM,2018,"Milk, whole fresh cow",260.0
ARM,2018,"Milk, whole fresh goat",3.0
ARM,2018,"Milk, whole fresh sheep",42.0
ARM,2018,Millet,0.0
ARM,2018,Mushrooms and truffles,0.0
ARM,2018,Mustard seed,0.0
ARM,2018,"Nutmeg, mace and cardamoms",0.0
ARM,2018,Nuts nes,0.0
ARM,2018,Oats,3.0
ARM,2018,"Offals, edible, cattle",11.0
ARM,2018,"Offals, edible, goats",0.0
ARM,2018,"Offals, liver chicken",1.0
ARM,2018,"Offals, pigs, edible",3.0
ARM,2018,"Offals, sheep,edible",3.0
ARM,2018,Oilseeds nes,0.0
ARM,2018,Olives,0.0
ARM,2018,"Onions, dry",12.0
ARM,2018,"Onions, shallots, green",0.0
ARM,2018,Oranges,4.0
ARM,2018,Papayas,0.0
ARM,2018,Peaches and nectarines,14.0
ARM,2018,Pears,5.0
ARM,2018,"Peas, dry",0.0
ARM,2018,"Peas, green",0.0
ARM,2018,Pepper (piper spp.),0.0
ARM,2018,Persimmons,0.0
ARM,2018,Pineapples,0.0
ARM,2018,Pistachios,0.0
ARM,2018,Plantains and others,0.0
ARM,2018,Plums and sloes,5.0
ARM,2018,Poppy seed,0.0
ARM,2018,Potatoes,62.0
ARM,2018,Pulses nes,0.0
ARM,2018,"Pumpkins, squash and gourds",0.0
ARM,2018,Quinces,1.0
ARM,2018,Quinoa,0.0
ARM,2018,Rapeseed,0.0
ARM,2018,Raspberries,0.0
ARM,2018,"Rice, paddy",0.0
ARM,2018,Roots and tubers nes,0.0
ARM,2018,Rye,0.0
ARM,2018,Sesame seed,1.0
ARM,2018,"Snails, not sea",0.0
ARM,2018,Sorghum,0.0
ARM,2018,Soybeans,0.0
ARM,2018,Spices nes,0.0
ARM,2018,Spinach,0.0
ARM,2018,Strawberries,0.0
ARM,2018,Sugar beet,0.0
ARM,2018,Sunflower seed,0.0
ARM,2018,Sweet corn frozen,0.0
ARM,2018,Sweet corn prep or preserved,1.0
ARM,2018,Sweet potatoes,0.0
ARM,2018,"Tangerines, mandarins, clementines, satsumas",1.0
ARM,2018,Tea,0.0
ARM,2018,Tomatoes,15.0
ARM,2018,Triticale,0.0
ARM,2018,Vanilla,0.0
ARM,2018,"Vegetables, fresh nes",40.0
ARM,2018,"Vegetables, leguminous nes",0.0
ARM,2018,Vetches,0.0
ARM,2018,"Walnuts, with shell",12.0
ARM,2018,Watermelons,22.0
ARM,2018,Wheat,0.0
ATG,2014,"Almonds, with shell",0.0
ATG,2014,"Anise, badian, fennel, coriander",1.0
ATG,2014,Apples,0.0
ATG,2014,Apricots,0.0
ATG,2014,Asparagus,0.0
ATG,2014,Avocados,5.0
ATG,2014,Bananas,15.0
ATG,2014,Barley,0.0
ATG,2014,"Beans, dry",12.0
ATG,2014,"Beans, green",1.0
ATG,2014,Berries nes,0.0
ATG,2014,"Brazil nuts, with shell",0.0
ATG,2014,"Broad beans, horse beans, dry",1.0
ATG,2014,Buckwheat,0.0
ATG,2014,Cabbages and other brassicas,2.0
ATG,2014,Canary seed,0.0
ATG,2014,Carrots and turnips,4.0
ATG,2014,"Cashew nuts, with shell",0.0
ATG,2014,Cassava,4.0
ATG,2014,Cauliflowers and broccoli,1.0
ATG,2014,Chestnut,0.0
ATG,2014,Chick peas,1.0
ATG,2014,Chicory roots,0.0
ATG,2014,"Chillies and peppers, dry",1.0
ATG,2014,"Chillies and peppers, green",0.0
ATG,2014,Cinnamon (cannella),1.0
ATG,2014,Cloves,0.0
ATG,2014,"Cocoa, beans",0.0
ATG,2014,Coconuts,2.0
ATG,2014,"Coffee, green",0.0
ATG,2014,Cucumbers and gherkins,0.0
ATG,2014,Dates,0.0
ATG,2014,Eggplants (aubergines),2.0
ATG,2014,"Eggs, hen, in shell",10.0
ATG,2014,"Eggs, other bird, in shell",0.0
ATG,2014,"Fat, cattle",1.0
ATG,2014,"Fat, goats",0.0
ATG,2014,"Fat, pigs",1.0
ATG,2014,"Fat, sheep",0.0
ATG,2014,"Fruit, citrus nes",0.0
ATG,2014,"Fruit, fresh nes",1.0
ATG,2014,"Fruit, stone nes",0.0
ATG,2014,"Fruit, tropical fresh nes",71.0
ATG,2014,Garlic,6.0
ATG,2014,Ginger,1.0
ATG,2014,"Grain, mixed",0.0
ATG,2014,Grapefruit (inc. pomelos),0.0
ATG,2014,Grapes,2.0
ATG,2014,"Groundnuts, with shell",3.0
ATG,2014,"Hazelnuts, with shell",0.0
ATG,2014,"Honey, natural",3.0
ATG,2014,Kiwi fruit,1.0
ATG,2014,"Leeks, other alliaceous vegetables",0.0
ATG,2014,Lemons and limes,2.0
ATG,2014,Lentils,5.0
ATG,2014,Lettuce and chicory,1.0
ATG,2014,Linseed,0.0
ATG,2014,Maize,0.0
ATG,2014,"Mangoes, mangosteens, guavas",16.0
ATG,2014,Meat nes,0.0
ATG,2014,"Meat, bird nes",0.0
ATG,2014,"Meat, cattle",21.0
ATG,2014,"Meat, chicken",231.0
ATG,2014,"Meat, duck",2.0
ATG,2014,"Meat, goat",2.0
ATG,2014,"Meat, pig",16.0
ATG,2014,"Meat, sheep",5.0
ATG,2014,"Meat, turkey",4.0
ATG,2014,"Melons, other (inc.cantaloupes)",3.0
ATG,2014,"Milk, whole fresh cow",63.0
ATG,2014,"Milk, whole fresh goat",0.0
ATG,2014,Millet,0.0
ATG,2014,Mushrooms and truffles,1.0
ATG,2014,Mustard seed,0.0
ATG,2014,"Nutmeg, mace and cardamoms",1.0
ATG,2014,Nuts nes,1.0
ATG,2014,Oats,0.0
ATG,2014,Offals nes,0.0
ATG,2014,"Offals, edible, cattle",5.0
ATG,2014,"Offals, edible, goats",0.0
ATG,2014,"Offals, liver geese",0.0
ATG,2014,"Offals, pigs, edible",2.0
ATG,2014,"Offals, sheep,edible",0.0
ATG,2014,Oilseeds nes,0.0
ATG,2014,"Onions, dry",6.0
ATG,2014,Oranges,1.0
ATG,2014,Papayas,0.0
ATG,2014,Peaches and nectarines,0.0
ATG,2014,Pears,1.0
ATG,2014,"Peas, dry",5.0
ATG,2014,"Peas, green",0.0
ATG,2014,Pepper (piper spp.),3.0
ATG,2014,Pineapples,3.0
ATG,2014,Pistachios,0.0
ATG,2014,Plantains and others,5.0
ATG,2014,Plums and sloes,1.0
ATG,2014,Poppy seed,0.0
ATG,2014,Potatoes,15.0
ATG,2014,Pulses nes,0.0
ATG,2014,"Pumpkins, squash and gourds",2.0
ATG,2014,Rapeseed,0.0
ATG,2014,"Rice, paddy",0.0
ATG,2014,Roots and tubers nes,1.0
ATG,2014,Sesame seed,0.0
ATG,2014,"Snails, not sea",0.0
ATG,2014,Sorghum,0.0
ATG,2014,Soybeans,0.0
ATG,2014,Spices nes,4.0
ATG,2014,Spinach,0.0
ATG,2014,Strawberries,1.0
ATG,2014,Sugar cane,0.0
ATG,2014,Sunflower seed,0.0
ATG,2014,Sweet corn frozen,1.0
ATG,2014,Sweet corn prep or preserved,2.0
ATG,2014,Sweet potatoes,8.0
ATG,2014,"Tangerines, mandarins, clementines, satsumas",0.0
ATG,2014,Taro (cocoyam),1.0
ATG,2014,Tea,1.0
ATG,2014,Tomatoes,4.0
ATG,2014,Vanilla,0.0
ATG,2014,"Vegetables, fresh nes",4.0
ATG,2014,"Vegetables, leguminous nes",0.0
ATG,2014,"Walnuts, with shell",0.0
ATG,2014,Watermelons,1.0
ATG,2014,Wheat,0.0
ATG,2014,Yams,3.0
ATG,2014,Yautia (cocoyam),0.0
ATG,2015,"Almonds, with shell",0.0
ATG,2015,"Anise, badian, fennel, coriander",1.0
ATG,2015,Apples,4.0
ATG,2015,Apricots,0.0
ATG,2015,Asparagus,0.0
ATG,2015,Avocados,6.0
ATG,2015,Bananas,21.0
ATG,2015,Barley,0.0
ATG,2015,"Beans, dry",12.0
ATG,2015,"Beans, green",1.0
ATG,2015,Berries nes,0.0
ATG,2015,"Brazil nuts, with shell",0.0
ATG,2015,"Broad beans, horse beans, dry",0.0
ATG,2015,Buckwheat,0.0
ATG,2015,Cabbages and other brassicas,2.0
ATG,2015,Canary seed,0.0
ATG,2015,Carrots and turnips,4.0
ATG,2015,"Cashew nuts, with shell",0.0
ATG,2015,Cassava,4.0
ATG,2015,Cauliflowers and broccoli,1.0
ATG,2015,Chestnut,0.0
ATG,2015,Chick peas,1.0
ATG,2015,Chicory roots,0.0
ATG,2015,"Chillies and peppers, dry",1.0
ATG,2015,"Chillies and peppers, green",1.0
ATG,2015,Cinnamon (cannella),1.0
ATG,2015,Cloves,0.0
ATG,2015,"Cocoa, beans",0.0
ATG,2015,Coconuts,2.0
ATG,2015,"Coffee, green",0.0
ATG,2015,Cucumbers and gherkins,0.0
ATG,2015,Dates,0.0
ATG,2015,Eggplants (aubergines),2.0
ATG,2015,"Eggs, hen, in shell",13.0
ATG,2015,"Eggs, other bird, in shell",0.0
ATG,2015,"Fat, cattle",1.0
ATG,2015,"Fat, goats",0.0
ATG,2015,"Fat, pigs",1.0
ATG,2015,"Fat, sheep",0.0
ATG,2015,"Fruit, citrus nes",0.0
ATG,2015,"Fruit, fresh nes",1.0
ATG,2015,"Fruit, stone nes",0.0
ATG,2015,"Fruit, tropical fresh nes",72.0
ATG,2015,Garlic,8.0
ATG,2015,Ginger,1.0
ATG,2015,"Grain, mixed",0.0
ATG,2015,Grapefruit (inc. pomelos),0.0
ATG,2015,Grapes,2.0
ATG,2015,"Groundnuts, with shell",3.0
ATG,2015,"Hazelnuts, with shell",0.0
ATG,2015,"Honey, natural",3.0
ATG,2015,Kiwi fruit,1.0
ATG,2015,"Leeks, other alliaceous vegetables",0.0
ATG,2015,Lemons and limes,2.0
ATG,2015,Lentils,5.0
ATG,2015,Lettuce and chicory,1.0
ATG,2015,Linseed,0.0
ATG,2015,Maize,0.0
ATG,2015,"Mangoes, mangosteens, guavas",16.0
ATG,2015,Meat nes,0.0
ATG,2015,"Meat, bird nes",0.0
ATG,2015,"Meat, cattle",15.0
ATG,2015,"Meat, chicken",232.0
ATG,2015,"Meat, duck",2.0
ATG,2015,"Meat, goat",2.0
ATG,2015,"Meat, pig",15.0
ATG,2015,"Meat, sheep",5.0
ATG,2015,"Meat, turkey",4.0
ATG,2015,"Melons, other (inc.cantaloupes)",3.0
ATG,2015,"Milk, whole fresh cow",62.0
ATG,2015,"Milk, whole fresh goat",0.0
ATG,2015,Millet,0.0
ATG,2015,Mushrooms and truffles,0.0
ATG,2015,Mustard seed,0.0
ATG,2015,"Nutmeg, mace and cardamoms",1.0
ATG,2015,Nuts nes,1.0
ATG,2015,Oats,0.0
ATG,2015,Offals nes,0.0
ATG,2015,"Offals, edible, cattle",5.0
ATG,2015,"Offals, edible, goats",0.0
ATG,2015,"Offals, liver geese",0.0
ATG,2015,"Offals, pigs, edible",2.0
ATG,2015,"Offals, sheep,edible",0.0
ATG,2015,Oilseeds nes,0.0
ATG,2015,"Onions, dry",5.0
ATG,2015,Oranges,1.0
ATG,2015,Papayas,0.0
ATG,2015,Peaches and nectarines,0.0
ATG,2015,Pears,1.0
ATG,2015,"Peas, dry",5.0
ATG,2015,"Peas, green",0.0
ATG,2015,Pepper (piper spp.),2.0
ATG,2015,Pineapples,3.0
ATG,2015,Pistachios,0.0
ATG,2015,Plantains and others,5.0
ATG,2015,Plums and sloes,1.0
ATG,2015,Poppy seed,0.0
ATG,2015,Potatoes,10.0
ATG,2015,Pulses nes,0.0
ATG,2015,"Pumpkins, squash and gourds",2.0
ATG,2015,"Rice, paddy",0.0
ATG,2015,Roots and tubers nes,0.0
ATG,2015,Sesame seed,0.0
ATG,2015,"Snails, not sea",0.0
ATG,2015,Sorghum,0.0
ATG,2015,Soybeans,0.0
ATG,2015,Spices nes,4.0
ATG,2015,Spinach,0.0
ATG,2015,Strawberries,1.0
ATG,2015,Sugar cane,0.0
ATG,2015,Sunflower seed,0.0
ATG,2015,Sweet corn frozen,1.0
ATG,2015,Sweet corn prep or preserved,2.0
ATG,2015,Sweet potatoes,7.0
ATG,2015,"Tangerines, mandarins, clementines, satsumas",0.0
ATG,2015,Taro (cocoyam),1.0
ATG,2015,Tea,1.0
ATG,2015,Tomatoes,4.0
ATG,2015,Vanilla,0.0
ATG,2015,"Vegetables, fresh nes",4.0
ATG,2015,"Vegetables, leguminous nes",0.0
ATG,2015,"Walnuts, with shell",0.0
ATG,2015,Watermelons,1.0
ATG,2015,Wheat,0.0
ATG,2015,Yams,3.0
ATG,2015,Yautia (cocoyam),0.0
ATG,2016,"Almonds, with shell",0.0
ATG,2016,"Anise, badian, fennel, coriander",0.0
ATG,2016,Apples,3.0
ATG,2016,Apricots,0.0
ATG,2016,Asparagus,0.0
ATG,2016,Avocados,4.0
ATG,2016,Bananas,27.0
ATG,2016,Barley,0.0
ATG,2016,"Beans, dry",9.0
ATG,2016,"Beans, green",1.0
ATG,2016,Berries nes,0.0
ATG,2016,"Brazil nuts, with shell",0.0
ATG,2016,"Broad beans, horse beans, dry",1.0
ATG,2016,Buckwheat,0.0
ATG,2016,Cabbages and other brassicas,1.0
ATG,2016,Carrots and turnips,4.0
ATG,2016,"Cashew nuts, with shell",0.0
ATG,2016,Cassava,4.0
ATG,2016,Cauliflowers and broccoli,1.0
ATG,2016,Chestnut,0.0
ATG,2016,Chick peas,1.0
ATG,2016,Chicory roots,0.0
ATG,2016,"Chillies and peppers, dry",1.0
ATG,2016,"Chillies and peppers, green",0.0
ATG,2016,Cinnamon (cannella),0.0
ATG,2016,Cloves,0.0
ATG,2016,"Cocoa, beans",0.0
ATG,2016,Coconuts,3.0
ATG,2016,"Coffee, green",0.0
ATG,2016,Cucumbers and gherkins,0.0
ATG,2016,Dates,0.0
ATG,2016,Eggplants (aubergines),2.0
ATG,2016,"Eggs, hen, in shell",9.0
ATG,2016,"Eggs, other bird, in shell",0.0
ATG,2016,"Fat, cattle",1.0
ATG,2016,"Fat, goats",0.0
ATG,2016,"Fat, pigs",1.0
ATG,2016,"Fat, sheep",0.0
ATG,2016,"Fruit, citrus nes",0.0
ATG,2016,"Fruit, fresh nes",1.0
ATG,2016,"Fruit, stone nes",0.0
ATG,2016,"Fruit, tropical fresh nes",72.0
ATG,2016,Garlic,8.0
ATG,2016,Ginger,1.0
ATG,2016,"Grain, mixed",0.0
ATG,2016,Grapefruit (inc. pomelos),0.0
ATG,2016,Grapes,2.0
ATG,2016,"Groundnuts, with shell",3.0
ATG,2016,"Hazelnuts, with shell",0.0
ATG,2016,"Honey, natural",3.0
ATG,2016,Kiwi fruit,0.0
ATG,2016,"Leeks, other alliaceous vegetables",0.0
ATG,2016,Lemons and limes,2.0
ATG,2016,Lentils,5.0
ATG,2016,Lettuce and chicory,1.0
ATG,2016,Linseed,0.0
ATG,2016,Maize,0.0
ATG,2016,"Mangoes, mangosteens, guavas",16.0
ATG,2016,Meat nes,0.0
ATG,2016,"Meat, cattle",13.0
ATG,2016,"Meat, chicken",233.0
ATG,2016,"Meat, duck",2.0
ATG,2016,"Meat, goat",2.0
ATG,2016,"Meat, pig",14.0
ATG,2016,"Meat, sheep",3.0
ATG,2016,"Meat, turkey",4.0
ATG,2016,"Melons, other (inc.cantaloupes)",3.0
ATG,2016,"Milk, whole fresh cow",61.0
ATG,2016,"Milk, whole fresh goat",0.0
ATG,2016,Millet,0.0
ATG,2016,Mushrooms and truffles,0.0
ATG,2016,Mustard seed,0.0
ATG,2016,"Nutmeg, mace and cardamoms",0.0
ATG,2016,Nuts nes,1.0
ATG,2016,Oats,0.0
ATG,2016,Offals nes,0.0
ATG,2016,"Offals, edible, cattle",4.0
ATG,2016,"Offals, edible, goats",0.0
ATG,2016,"Offals, liver geese",0.0
ATG,2016,"Offals, pigs, edible",2.0
ATG,2016,"Offals, sheep,edible",0.0
ATG,2016,Oilseeds nes,0.0
ATG,2016,"Onions, dry",5.0
ATG,2016,Oranges,0.0
ATG,2016,Papayas,0.0
ATG,2016,Peaches and nectarines,0.0
ATG,2016,Pears,1.0
ATG,2016,"Peas, dry",3.0
ATG,2016,"Peas, green",0.0
ATG,2016,Pepper (piper spp.),2.0
ATG,2016,Pineapples,3.0
ATG,2016,Pistachios,0.0
ATG,2016,Plantains and others,5.0
ATG,2016,Plums and sloes,0.0
ATG,2016,Poppy seed,0.0
ATG,2016,Potatoes,9.0
ATG,2016,Pulses nes,0.0
ATG,2016,"Pumpkins, squash and gourds",2.0
ATG,2016,"Rice, paddy",0.0
ATG,2016,Roots and tubers nes,0.0
ATG,2016,Sesame seed,0.0
ATG,2016,"Snails, not sea",0.0
ATG,2016,Sorghum,0.0
ATG,2016,Soybeans,0.0
ATG,2016,Spices nes,4.0
ATG,2016,Spinach,0.0
ATG,2016,Strawberries,1.0
ATG,2016,Sugar cane,0.0
ATG,2016,Sunflower seed,0.0
ATG,2016,Sweet corn frozen,0.0
ATG,2016,Sweet corn prep or preserved,1.0
ATG,2016,Sweet potatoes,6.0
ATG,2016,"Tangerines, mandarins, clementines, satsumas",0.0
ATG,2016,Taro (cocoyam),1.0
ATG,2016,Tea,1.0
ATG,2016,Tomatoes,3.0
ATG,2016,Vanilla,0.0
ATG,2016,"Vegetables, fresh nes",4.0
ATG,2016,"Vegetables, leguminous nes",0.0
ATG,2016,"Walnuts, with shell",0.0
ATG,2016,Watermelons,1.0
ATG,2016,Wheat,0.0
ATG,2016,Yams,3.0
ATG,2016,Yautia (cocoyam),0.0
ATG,2017,"Almonds, with shell",0.0
ATG,2017,"Anise, badian, fennel, coriander",1.0
ATG,2017,Apples,3.0
ATG,2017,Apricots,0.0
ATG,2017,Asparagus,0.0
ATG,2017,Avocados,5.0
ATG,2017,Bananas,32.0
ATG,2017,Barley,0.0
ATG,2017,"Beans, dry",10.0
ATG,2017,"Beans, green",1.0
ATG,2017,Berries nes,0.0
ATG,2017,"Brazil nuts, with shell",0.0
ATG,2017,"Broad beans, horse beans, dry",1.0
ATG,2017,Buckwheat,0.0
ATG,2017,Cabbages and other brassicas,2.0
ATG,2017,Carrots and turnips,5.0
ATG,2017,"Cashew nuts, with shell",0.0
ATG,2017,Cassava,4.0
ATG,2017,Cauliflowers and broccoli,1.0
ATG,2017,Chestnut,0.0
ATG,2017,Chick peas,1.0
