ISO,Year,IL_baseline
BLZ,2004,0.0
BLZ,2005,0.0
BLZ,2006,0.0
BLZ,2007,0.0
BLZ,2008,0.0
BLZ,2009,0.0
BLZ,2010,0.0
BLZ,2011,0.0
BLZ,2012,0.0
BLZ,2013,0.0
BLZ,2014,0.0
BLZ,2015,0.0
BLZ,2016,0.0
BLZ,2017,0.0
BLZ,2018,0.0
BMU,1961,0.0
BMU,1962,0.0
BMU,1963,0.0
BMU,1964,0.0
BMU,1965,0.0
BMU,1966,0.0
BMU,1967,0.0
BMU,1968,0.0
BMU,1969,0.0
BMU,1970,0.0
BMU,1971,0.0
BMU,1972,0.0
BMU,1973,0.0
BMU,1974,0.0
BMU,1975,0.0
BMU,1976,0.0
BMU,1977,0.0
BMU,1978,0.0
BMU,1979,0.0
BMU,1980,0.0
BMU,1981,0.0
BMU,1982,0.0
BMU,1983,0.0
BMU,1984,0.0
BMU,1985,0.0
BMU,1986,0.0
BMU,1987,0.0
BMU,1988,0.0
BMU,1989,0.0
BMU,1990,0.0
BMU,1991,0.0
BMU,1992,0.0
BMU,1993,0.0
BMU,1994,0.0
BMU,1995,0.0
BMU,1996,0.0
BMU,1997,0.0
BMU,1998,0.0
BMU,1999,0.0
BMU,2000,0.0
BMU,2001,0.0
BMU,2002,0.0
BMU,2003,0.0
BMU,2004,0.0
BMU,2005,0.0
BMU,2006,0.0
BMU,2007,0.0
BMU,2008,0.0
BMU,2009,0.0
BMU,2010,0.0
BMU,2011,0.0
BMU,2012,0.0
BMU,2013,0.0
BMU,2014,0.0
BMU,2015,0.0
BMU,2016,0.0
BMU,2017,0.0
BMU,2018,0.0
BOL,1961,0.0
BOL,1962,0.0
BOL,1963,0.0
BOL,1964,0.0
BOL,1965,0.0
BOL,1966,0.0
BOL,1967,0.0
BOL,1968,0.0
BOL,1969,0.0
BOL,1970,0.0
BOL,1971,0.0
BOL,1972,0.0
BOL,1973,0.0
BOL,1974,0.0
BOL,1975,0.0
BOL,1976,0.0
BOL,1977,0.0
BOL,1978,0.0
BOL,1979,0.0
BOL,1980,0.0
BOL,1981,0.0
BOL,1982,0.0
BOL,1983,0.0
BOL,1984,0.0
BOL,1985,0.0
BOL,1986,0.0
BOL,1987,0.0
BOL,1988,0.0
BOL,1989,0.0
BOL,1990,0.0
BOL,1991,0.0
BOL,1992,0.0
BOL,1993,0.0
BOL,1994,0.0
BOL,1995,0.0
BOL,1996,0.0
BOL,1997,0.0
BOL,1998,0.0
BOL,1999,0.0
BOL,2000,0.0
BOL,2001,0.0
BOL,2002,0.0
BOL,2003,1704.0
BOL,2004,1653.0
BOL,2005,1648.0
BOL,2006,1644.0
BOL,2007,1640.0
BOL,2008,1636.0
BOL,2009,1632.0
BOL,2010,1628.0
BOL,2011,1630.0
BOL,2012,1633.0
BOL,2013,1636.0
BOL,2014,1640.0
BOL,2015,1640.0
BOL,2016,1640.0
BOL,2017,1640.0
BOL,2018,1640.0
BRA,1961,0.0
BRA,1962,0.0
BRA,1963,0.0
BRA,1964,0.0
BRA,1965,0.0
BRA,1966,0.0
BRA,1967,0.0
BRA,1968,0.0
BRA,1969,0.0
BRA,1970,0.0
BRA,1971,0.0
BRA,1972,0.0
BRA,1973,0.0
BRA,1974,0.0
BRA,1975,0.0
BRA,1976,0.0
BRA,1977,0.0
BRA,1978,0.0
BRA,1979,0.0
BRA,1980,0.0
BRA,1981,0.0
BRA,1982,0.0
BRA,1983,0.0
BRA,1984,0.0
BRA,1985,0.0
BRA,1986,0.0
BRA,1987,0.0
BRA,1988,0.0
BRA,1989,0.0
BRA,1990,0.0
BRA,1991,0.0
BRA,1992,0.0
BRA,1993,0.0
BRA,1994,0.0
BRA,1995,0.0
BRA,1996,0.0
BRA,1997,0.0
BRA,1998,0.0
BRA,1999,0.0
BRA,2000,0.0
BRA,2001,0.0
BRA,2002,0.0
BRA,2003,0.0
BRA,2004,0.0
BRA,2005,0.0
BRA,2006,0.0
BRA,2007,0.0
BRA,2008,0.0
BRA,2009,0.0
BRA,2010,0.0
BRA,2011,0.0
BRA,2012,0.0
BRA,2013,0.0
BRA,2014,0.0
BRA,2015,0.0
BRA,2016,0.0
BRA,2017,0.0
BRA,2018,0.0
BRB,1961,0.0
BRB,1962,0.0
BRB,1963,0.0
BRB,1964,0.0
BRB,1965,0.0
BRB,1966,0.0
BRB,1967,0.0
BRB,1968,0.0
BRB,1969,0.0
BRB,1970,0.0
BRB,1971,0.0
BRB,1972,0.0
BRB,1973,0.0
BRB,1974,0.0
BRB,1975,0.0
BRB,1976,0.0
BRB,1977,0.0
BRB,1978,0.0
BRB,1979,0.0
BRB,1980,0.0
BRB,1981,0.0
BRB,1982,0.0
BRB,1983,0.0
BRB,1984,0.0
BRB,1985,0.0
BRB,1986,0.0
BRB,1987,0.0
BRB,1988,0.0
BRB,1989,0.0
BRB,1990,0.0
BRB,1991,0.0
BRB,1992,0.0
BRB,1993,0.0
BRB,1994,0.0
BRB,1995,0.0
BRB,1996,0.0
BRB,1997,0.0
BRB,1998,0.0
BRB,1999,0.0
BRB,2000,0.0
BRB,2001,0.0
BRB,2002,0.0
BRB,2003,0.0
BRB,2004,0.0
BRB,2005,0.0
BRB,2006,0.0
BRB,2007,0.0
BRB,2008,0.0
BRB,2009,0.0
BRB,2010,0.0
BRB,2011,0.0
BRB,2012,0.0
BRB,2013,0.0
BRB,2014,0.0
BRB,2015,0.0
BRB,2016,0.0
BRB,2017,0.0
BRB,2018,0.0
BRN,1961,0.0
BRN,1962,0.0
BRN,1963,0.0
BRN,1964,0.0
BRN,1965,0.0
BRN,1966,0.0
BRN,1967,0.0
BRN,1968,0.0
BRN,1969,0.0
BRN,1970,0.0
BRN,1971,0.0
BRN,1972,0.0
BRN,1973,0.0
BRN,1974,0.0
BRN,1975,0.0
BRN,1976,0.0
BRN,1977,0.0
BRN,1978,0.0
BRN,1979,0.0
BRN,1980,0.0
BRN,1981,0.0
BRN,1982,0.0
BRN,1983,0.0
BRN,1984,0.0
BRN,1985,0.0
BRN,1986,0.0
BRN,1987,0.0
BRN,1988,0.0
BRN,1989,0.0
BRN,1990,0.0
BRN,1991,0.0
BRN,1992,0.0
BRN,1993,0.0
BRN,1994,0.0
BRN,1995,0.0
BRN,1996,0.0
BRN,1997,0.0
BRN,1998,0.0
BRN,1999,0.0
BRN,2000,0.0
BRN,2001,0.0
BRN,2002,0.0
BRN,2003,0.0
BRN,2004,0.0
BRN,2005,0.0
BRN,2006,0.0
BRN,2007,0.0
BRN,2008,0.0
BRN,2009,0.0
BRN,2010,0.0
BRN,2011,0.0
BRN,2012,0.0
BRN,2013,0.0
BRN,2014,0.0
BRN,2015,0.0
BRN,2016,0.0
BRN,2017,0.0
BRN,2018,0.0
BTN,1961,0.0
BTN,1962,0.0
BTN,1963,0.0
BTN,1964,0.0
BTN,1965,0.0
BTN,1966,0.0
BTN,1967,0.0
BTN,1968,0.0
BTN,1969,0.0
BTN,1970,0.0
BTN,1971,0.0
BTN,1972,0.0
BTN,1973,0.0
BTN,1974,0.0
BTN,1975,0.0
BTN,1976,0.0
BTN,1977,0.0
BTN,1978,0.0
BTN,1979,0.0
BTN,1980,0.0
BTN,1981,0.0
BTN,1982,0.0
BTN,1983,0.0
BTN,1984,0.0
BTN,1985,0.0
BTN,1986,0.0
BTN,1987,0.0
BTN,1988,0.0
BTN,1989,0.0
BTN,1990,0.0
BTN,1991,0.0
BTN,1992,0.0
BTN,1993,0.0
BTN,1994,0.0
BTN,1995,0.0
BTN,1996,0.0
BTN,1997,0.0
BTN,1998,0.0
BTN,1999,0.0
BTN,2000,0.0
BTN,2001,0.0
BTN,2002,0.0
BTN,2003,0.0
BTN,2004,11.0
BTN,2005,0.0
BTN,2006,0.0
BTN,2007,0.0
BTN,2008,25.0
BTN,2009,0.0
BTN,2010,0.0
BTN,2011,0.0
BTN,2012,0.0
BTN,2013,0.0
BTN,2014,0.0
BTN,2015,0.0
BTN,2016,0.0
BTN,2017,0.0
BTN,2018,0.0
BWA,1961,0.0
BWA,1962,0.0
BWA,1963,0.0
BWA,1964,0.0
BWA,1965,0.0
BWA,1966,0.0
BWA,1967,0.0
BWA,1968,0.0
BWA,1969,0.0
BWA,1970,0.0
BWA,1971,0.0
BWA,1972,0.0
BWA,1973,0.0
BWA,1974,0.0
BWA,1975,0.0
BWA,1976,0.0
BWA,1977,0.0
BWA,1978,0.0
BWA,1979,0.0
BWA,1980,0.0
BWA,1981,0.0
BWA,1982,0.0
BWA,1983,0.0
BWA,1984,0.0
BWA,1985,0.0
BWA,1986,0.0
BWA,1987,0.0
BWA,1988,0.0
BWA,1989,0.0
BWA,1990,0.0
BWA,1991,0.0
BWA,1992,0.0
BWA,1993,0.0
BWA,1994,0.0
BWA,1995,0.0
BWA,1996,0.0
BWA,1997,0.0
BWA,1998,0.0
BWA,1999,0.0
BWA,2000,0.0
BWA,2001,0.0
BWA,2002,0.0
BWA,2003,99.0
BWA,2004,68.0
BWA,2005,0.0
BWA,2006,19.0
BWA,2007,74.0
BWA,2008,52.0
BWA,2009,63.0
BWA,2010,16.0
BWA,2011,35.0
BWA,2012,22.0
BWA,2013,22.0
BWA,2014,22.0
BWA,2015,101.8
BWA,2016,101.8
BWA,2017,101.8
BWA,2018,101.8
CAF,1961,0.0
CAF,1962,0.0
CAF,1963,0.0
CAF,1964,0.0
CAF,1965,0.0
CAF,1966,0.0
CAF,1967,0.0
CAF,1968,0.0
CAF,1969,0.0
CAF,1970,0.0
CAF,1971,0.0
CAF,1972,0.0
CAF,1973,0.0
CAF,1974,0.0
CAF,1975,0.0
CAF,1976,0.0
CAF,1977,0.0
CAF,1978,0.0
CAF,1979,0.0
CAF,1980,0.0
CAF,1981,0.0
CAF,1982,0.0
CAF,1983,0.0
CAF,1984,0.0
CAF,1985,0.0
CAF,1986,0.0
CAF,1987,0.0
CAF,1988,0.0
CAF,1989,0.0
CAF,1990,0.0
CAF,1991,0.0
CAF,1992,0.0
CAF,1993,0.0
CAF,1994,0.0
CAF,1995,0.0
CAF,1996,0.0
CAF,1997,0.0
CAF,1998,0.0
CAF,1999,0.0
CAF,2000,0.0
CAF,2001,0.0
CAF,2002,0.0
CAF,2003,0.0
CAF,2004,0.0
CAF,2005,0.0
CAF,2006,0.0
CAF,2007,0.0
CAF,2008,0.0
CAF,2009,0.0
CAF,2010,0.0
CAF,2011,0.0
CAF,2012,0.0
CAF,2013,0.0
CAF,2014,0.0
CAF,2015,0.0
CAF,2016,0.0
CAF,2017,0.0
CAF,2018,0.0
CAN,1961,0.0
CAN,1962,0.0
CAN,1963,0.0
CAN,1964,0.0
CAN,1965,0.0
CAN,1966,0.0
CAN,1967,0.0
CAN,1968,0.0
CAN,1969,0.0
CAN,1970,0.0
CAN,1971,0.0
CAN,1972,0.0
CAN,1973,0.0
CAN,1974,0.0
CAN,1975,0.0
CAN,1976,0.0
CAN,1977,0.0
CAN,1978,0.0
CAN,1979,0.0
CAN,1980,0.0
CAN,1981,0.0
CAN,1982,0.0
CAN,1983,0.0
CAN,1984,0.0
CAN,1985,0.0
CAN,1986,0.0
CAN,1987,0.0
CAN,1988,0.0
CAN,1989,0.0
CAN,1990,0.0
CAN,1991,0.0
CAN,1992,0.0
CAN,1993,0.0
CAN,1994,0.0
CAN,1995,0.0
CAN,1996,0.0
CAN,1997,0.0
CAN,1998,0.0
CAN,1999,0.0
CAN,2000,0.0
CAN,2001,4680.0
CAN,2002,4445.0
CAN,2003,4210.0
CAN,2004,3975.0
CAN,2005,3740.0
CAN,2006,3506.0
CAN,2007,3222.0
CAN,2008,2938.0
CAN,2009,2654.0
CAN,2010,2370.0
CAN,2011,2085.0
CAN,2012,1847.0
CAN,2013,1609.0
CAN,2014,1371.0
CAN,2015,1133.0
CAN,2016,894.0
CAN,2017,890.0
CAN,2018,712.0
CHE,1961,0.0
CHE,1962,0.0
CHE,1963,0.0
CHE,1964,0.0
CHE,1965,0.0
CHE,1966,0.0
CHE,1967,0.0
CHE,1968,0.0
CHE,1969,0.0
CHE,1970,0.0
CHE,1971,0.0
CHE,1972,0.0
CHE,1973,0.0
CHE,1974,0.0
CHE,1975,0.0
CHE,1976,0.0
CHE,1977,0.0
CHE,1978,0.0
CHE,1979,0.0
CHE,1980,0.0
CHE,1981,0.0
CHE,1982,0.0
CHE,1983,0.0
CHE,1984,0.0
CHE,1985,0.0
CHE,1986,0.0
CHE,1987,0.0
CHE,1988,0.0
CHE,1989,0.0
CHE,1990,0.0
CHE,1991,0.0
CHE,1992,0.0
CHE,1993,0.0
CHE,1994,0.0
CHE,1995,0.0
CHE,1996,0.0
CHE,1997,0.0
CHE,1998,0.0
CHE,1999,0.0
CHE,2000,0.0
CHE,2001,3.5
CHE,2002,4.2
CHE,2003,3.8
CHE,2004,3.6
CHE,2005,3.3
CHE,2006,3.2
CHE,2007,3.0
CHE,2008,2.8
CHE,2009,2.4
CHE,2010,2.3
CHE,2011,2.5
CHE,2012,2.5
CHE,2013,2.4796
CHE,2014,2.5028
CHE,2015,2.8395
CHE,2016,2.9163
CHE,2017,2.9484
CHE,2018,2.9438
CHL,1961,0.0
CHL,1962,0.0
CHL,1963,0.0
CHL,1964,0.0
CHL,1965,0.0
CHL,1966,0.0
CHL,1967,0.0
CHL,1968,0.0
CHL,1969,0.0
CHL,1970,0.0
CHL,1971,0.0
CHL,1972,0.0
CHL,1973,0.0
CHL,1974,0.0
CHL,1975,0.0
CHL,1976,0.0
CHL,1977,0.0
CHL,1978,0.0
CHL,1979,0.0
CHL,1980,0.0
CHL,1981,0.0
CHL,1982,0.0
CHL,1983,0.0
CHL,1984,0.0
CHL,1985,0.0
CHL,1986,0.0
CHL,1987,0.0
CHL,1988,0.0
CHL,1989,0.0
CHL,1990,0.0
CHL,1991,0.0
CHL,1992,0.0
CHL,1993,0.0
CHL,1994,0.0
CHL,1995,0.0
CHL,1996,0.0
CHL,1997,0.0
CHL,1998,0.0
CHL,1999,0.0
CHL,2000,0.0
CHL,2001,0.0
CHL,2002,0.0
CHL,2003,0.0
CHL,2004,0.0
CHL,2005,0.0
CHL,2006,0.0
CHL,2007,420.0
CHL,2008,0.0
CHL,2009,0.0
CHL,2010,0.0
CHL,2011,0.0
CHL,2012,0.0
CHL,2013,0.0
CHL,2014,0.0
CHL,2015,0.0
CHL,2016,0.0
CHL,2017,0.0
CHL,2018,0.0
CHN,1961,0.0
CHN,1962,0.0
CHN,1963,0.0
CHN,1964,0.0
CHN,1965,0.0
CHN,1966,0.0
CHN,1967,0.0
CHN,1968,0.0
CHN,1969,0.0
CHN,1970,0.0
CHN,1971,0.0
CHN,1972,0.0
CHN,1973,0.0
CHN,1974,0.0
CHN,1975,0.0
CHN,1976,0.0
CHN,1977,0.0
CHN,1978,0.0
CHN,1979,0.0
CHN,1980,0.0
CHN,1981,0.0
CHN,1982,0.0
CHN,1983,0.0
CHN,1984,0.0
CHN,1985,0.0
CHN,1986,0.0
CHN,1987,0.0
CHN,1988,0.0
CHN,1989,0.0
CHN,1990,0.0
CHN,1991,0.0
CHN,1992,0.0
CHN,1993,0.0
CHN,1994,0.0
CHN,1995,0.0
CHN,1996,0.0
CHN,1997,0.0
CHN,1998,0.0
CHN,1999,0.0
CHN,2000,0.0
CHN,2001,0.0
CHN,2002,0.0
CHN,2003,0.0
CHN,2004,0.0
CHN,2005,0.0
CHN,2006,0.0
CHN,2007,0.0
CHN,2008,0.0
CHN,2009,0.0
CHN,2010,0.0
CHN,2011,0.0
CHN,2012,0.0
CHN,2013,0.0
CHN,2014,0.0
CHN,2015,0.0
CHN,2016,0.0
CHN,2017,0.0
CHN,2018,0.0
CIV,1961,0.0
CIV,1962,0.0
CIV,1963,0.0
CIV,1964,0.0
CIV,1965,0.0
CIV,1966,0.0
CIV,1967,0.0
CIV,1968,0.0
CIV,1969,0.0
CIV,1970,0.0
CIV,1971,0.0
CIV,1972,0.0
CIV,1973,0.0
CIV,1974,0.0
CIV,1975,0.0
CIV,1976,0.0
CIV,1977,0.0
CIV,1978,0.0
CIV,1979,0.0
CIV,1980,0.0
CIV,1981,0.0
CIV,1982,0.0
CIV,1983,0.0
CIV,1984,0.0
CIV,1985,0.0
CIV,1986,0.0
CIV,1987,0.0
CIV,1988,0.0
CIV,1989,0.0
CIV,1990,0.0
CIV,1991,0.0
CIV,1992,0.0
CIV,1993,0.0
CIV,1994,0.0
CIV,1995,0.0
CIV,1996,0.0
CIV,1997,0.0
CIV,1998,0.0
CIV,1999,0.0
CIV,2000,0.0
CIV,2001,0.0
CIV,2002,0.0
CIV,2003,0.0
CIV,2004,0.0
CIV,2005,0.0
CIV,2006,0.0
CIV,2007,0.0
CIV,2008,0.0
CIV,2009,0.0
CIV,2010,0.0
CIV,2011,0.0
CIV,2012,0.0
CIV,2013,0.0
CIV,2014,0.0
CIV,2015,0.0
CIV,2016,0.0
CIV,2017,0.0
CIV,2018,0.0
CMR,1961,0.0
CMR,1962,0.0
CMR,1963,0.0
CMR,1964,0.0
CMR,1965,0.0
CMR,1966,0.0
CMR,1967,0.0
CMR,1968,0.0
CMR,1969,0.0
CMR,1970,0.0
CMR,1971,0.0
CMR,1972,0.0
CMR,1973,0.0
CMR,1974,0.0
CMR,1975,0.0
CMR,1976,0.0
CMR,1977,0.0
CMR,1978,0.0
CMR,1979,0.0
CMR,1980,0.0
CMR,1981,0.0
CMR,1982,0.0
CMR,1983,0.0
CMR,1984,0.0
CMR,1985,0.0
CMR,1986,0.0
CMR,1987,0.0
CMR,1988,0.0
CMR,1989,0.0
CMR,1990,0.0
CMR,1991,0.0
CMR,1992,0.0
CMR,1993,0.0
CMR,1994,0.0
CMR,1995,0.0
CMR,1996,0.0
CMR,1997,0.0
CMR,1998,0.0
CMR,1999,0.0
CMR,2000,0.0
CMR,2001,0.0
CMR,2002,0.0
CMR,2003,0.0
CMR,2004,0.0
CMR,2005,0.0
CMR,2006,0.0
CMR,2007,0.0
CMR,2008,0.0
CMR,2009,0.0
CMR,2010,0.0
CMR,2011,0.0
CMR,2012,0.0
CMR,2013,0.0
CMR,2014,0.0
CMR,2015,0.0
CMR,2016,0.0
CMR,2017,0.0
CMR,2018,0.0
COD,1961,0.0
COD,1962,0.0
COD,1963,0.0
COD,1964,0.0
COD,1965,0.0
COD,1966,0.0
COD,1967,0.0
COD,1968,0.0
COD,1969,0.0
COD,1970,0.0
COD,1971,0.0
COD,1972,0.0
COD,1973,0.0
COD,1974,0.0
COD,1975,0.0
COD,1976,0.0
COD,1977,0.0
COD,1978,0.0
COD,1979,0.0
COD,1980,0.0
COD,1981,0.0
COD,1982,0.0
COD,1983,0.0
COD,1984,0.0
COD,1985,0.0
COD,1986,0.0
COD,1987,0.0
COD,1988,0.0
COD,1989,0.0
COD,1990,0.0
COD,1991,0.0
COD,1992,0.0
COD,1993,0.0
COD,1994,0.0
COD,1995,0.0
COD,1996,0.0
COD,1997,0.0
COD,1998,0.0
COD,1999,0.0
COD,2000,0.0
COD,2001,0.0
COD,2002,0.0
COD,2003,0.0
COD,2004,0.0
COD,2005,0.0
COD,2006,0.0
COD,2007,0.0
COD,2008,0.0
COD,2009,0.0
COD,2010,0.0
COD,2011,0.0
COD,2012,0.0
COD,2013,0.0
COD,2014,0.0
COD,2015,0.0
COD,2016,0.0
COD,2017,0.0
COD,2018,0.0
COG,1961,0.0
COG,1962,0.0
COG,1963,0.0
COG,1964,0.0
COG,1965,0.0
COG,1966,0.0
COG,1967,0.0
COG,1968,0.0
COG,1969,0.0
COG,1970,0.0
COG,1971,0.0
COG,1972,0.0
COG,1973,0.0
COG,1974,0.0
COG,1975,0.0
COG,1976,0.0
COG,1977,0.0
COG,1978,0.0
COG,1979,0.0
COG,1980,0.0
COG,1981,0.0
COG,1982,0.0
COG,1983,0.0
COG,1984,0.0
COG,1985,0.0
COG,1986,0.0
COG,1987,0.0
COG,1988,0.0
COG,1989,0.0
COG,1990,0.0
COG,1991,0.0
COG,1992,0.0
COG,1993,0.0
COG,1994,0.0
COG,1995,0.0
COG,1996,0.0
COG,1997,0.0
COG,1998,0.0
COG,1999,0.0
COG,2000,0.0
COG,2001,0.0
COG,2002,0.0
COG,2003,0.0
COG,2004,0.0
COG,2005,0.0
COG,2006,0.0
COG,2007,0.0
COG,2008,0.0
COG,2009,0.0
COG,2010,0.0
COG,2011,0.0
COG,2012,0.0
COG,2013,0.0
COG,2014,0.0
COG,2015,0.0
COG,2016,0.0
COG,2017,0.0
COG,2018,0.0
COK,1961,0.0
COK,1962,0.0
COK,1963,0.0
COK,1964,0.0
COK,1965,0.0
COK,1966,0.0
COK,1967,0.0
COK,1968,0.0
COK,1969,0.0
COK,1970,0.0
COK,1971,0.0
COK,1972,0.0
COK,1973,0.0
COK,1974,0.0
COK,1975,0.0
COK,1976,0.0
COK,1977,0.0
COK,1978,0.0
COK,1979,0.0
COK,1980,0.0
COK,1981,0.0
COK,1982,0.0
COK,1983,0.0
COK,1984,0.0
COK,1985,0.0
COK,1986,0.0
COK,1987,0.0
COK,1988,0.0
COK,1989,0.0
COK,1990,0.0
COK,1991,0.0
COK,1992,0.0
COK,1993,0.0
COK,1994,0.0
COK,1995,0.0
COK,1996,0.0
COK,1997,0.0
COK,1998,0.0
COK,1999,0.0
COK,2000,0.0
COK,2001,0.0
COK,2002,0.0
COK,2003,0.0
COK,2004,0.0
COK,2005,0.0
COK,2006,0.0
COK,2007,0.0
COK,2008,0.0
COK,2009,0.0
COK,2010,0.0
COK,2011,0.0
COK,2012,0.0
COK,2013,0.0
COK,2014,0.0
COK,2015,0.0
COK,2016,0.0
COK,2017,0.0
COK,2018,0.0
COL,1961,0.0
COL,1962,0.0
COL,1963,0.0
COL,1964,0.0
COL,1965,0.0
COL,1966,0.0
COL,1967,0.0
COL,1968,0.0
COL,1969,0.0
COL,1970,0.0
COL,1971,0.0
COL,1972,0.0
COL,1973,0.0
COL,1974,0.0
COL,1975,0.0
COL,1976,0.0
COL,1977,0.0
COL,1978,0.0
COL,1979,0.0
COL,1980,0.0
COL,1981,0.0
COL,1982,0.0
COL,1983,0.0
COL,1984,0.0
COL,1985,0.0
COL,1986,0.0
COL,1987,0.0
COL,1988,0.0
COL,1989,0.0
COL,1990,0.0
COL,1991,0.0
COL,1992,0.0
COL,1993,0.0
COL,1994,0.0
COL,1995,0.0
COL,1996,0.0
COL,1997,0.0
COL,1998,0.0
COL,1999,0.0
COL,2000,0.0
COL,2001,0.0
COL,2002,0.0
COL,2003,0.0
COL,2004,102.0
COL,2005,156.0
COL,2006,108.2
COL,2007,160.0
COL,2008,66.0
COL,2009,73.0
COL,2010,112.0
COL,2011,93.0
COL,2012,77.0
COL,2013,46.0
COL,2014,82.5
COL,2015,119.0
COL,2016,155.5
COL,2017,1268.0
COL,2018,1269.0
COM,1961,0.0
COM,1962,0.0
COM,1963,0.0
COM,1964,0.0
COM,1965,0.0
COM,1966,0.0
COM,1967,0.0
COM,1968,0.0
COM,1969,0.0
COM,1970,0.0
COM,1971,0.0
COM,1972,0.0
COM,1973,0.0
COM,1974,0.0
COM,1975,0.0
COM,1976,0.0
COM,1977,0.0
COM,1978,0.0
COM,1979,0.0
COM,1980,0.0
COM,1981,0.0
COM,1982,0.0
COM,1983,0.0
COM,1984,0.0
COM,1985,0.0
COM,1986,0.0
COM,1987,0.0
COM,1988,0.0
COM,1989,0.0
COM,1990,0.0
COM,1991,0.0
COM,1992,0.0
COM,1993,0.0
COM,1994,0.0
COM,1995,0.0
COM,1996,0.0
COM,1997,0.0
COM,1998,0.0
COM,1999,0.0
COM,2000,0.0
COM,2001,0.0
COM,2002,0.0
COM,2003,0.0
COM,2004,0.0
COM,2005,0.0
COM,2006,0.0
COM,2007,0.0
COM,2008,0.0
COM,2009,0.0
COM,2010,0.0
COM,2011,0.0
COM,2012,0.0
COM,2013,0.0
COM,2014,0.0
COM,2015,0.0
COM,2016,0.0
COM,2017,0.0
COM,2018,0.0
CPV,1961,0.0
CPV,1962,0.0
CPV,1963,0.0
CPV,1964,0.0
CPV,1965,0.0
CPV,1966,0.0
CPV,1967,0.0
CPV,1968,0.0
CPV,1969,0.0
CPV,1970,0.0
CPV,1971,0.0
CPV,1972,0.0
CPV,1973,0.0
CPV,1974,0.0
CPV,1975,0.0
CPV,1976,0.0
CPV,1977,0.0
CPV,1978,0.0
CPV,1979,0.0
CPV,1980,0.0
CPV,1981,0.0
CPV,1982,0.0
CPV,1983,0.0
CPV,1984,0.0
CPV,1985,0.0
CPV,1986,0.0
CPV,1987,0.0
CPV,1988,0.0
CPV,1989,0.0
CPV,1990,0.0
CPV,1991,0.0
CPV,1992,0.0
CPV,1993,0.0
CPV,1994,0.0
CPV,1995,0.0
CPV,1996,0.0
CPV,1997,0.0
CPV,1998,0.0
CPV,1999,0.0
CPV,2000,0.0
CPV,2001,0.0
CPV,2002,0.0
CPV,2003,0.0
CPV,2004,0.0
CPV,2005,0.0
CPV,2006,0.0
CPV,2007,0.0
CPV,2008,0.0
CPV,2009,0.0
CPV,2010,0.0
CPV,2011,0.0
CPV,2012,0.0
CPV,2013,0.0
CPV,2014,0.0
CPV,2015,0.0
CPV,2016,0.0
CPV,2017,0.0
CPV,2018,0.0
CRI,1961,0.0
CRI,1962,0.0
CRI,1963,0.0
CRI,1964,0.0
CRI,1965,0.0
CRI,1966,0.0
CRI,1967,0.0
CRI,1968,0.0
CRI,1969,0.0
CRI,1970,0.0
CRI,1971,0.0
CRI,1972,0.0
CRI,1973,0.0
CRI,1974,0.0
CRI,1975,0.0
CRI,1976,0.0
CRI,1977,0.0
CRI,1978,0.0
CRI,1979,0.0
CRI,1980,0.0
CRI,1981,0.0
CRI,1982,0.0
CRI,1983,0.0
CRI,1984,0.0
CRI,1985,0.0
CRI,1986,0.0
CRI,1987,0.0
CRI,1988,0.0
CRI,1989,0.0
CRI,1990,0.0
CRI,1991,0.0
CRI,1992,0.0
CRI,1993,0.0
CRI,1994,0.0
CRI,1995,0.0
CRI,1996,0.0
CRI,1997,0.0
CRI,1998,0.0
CRI,1999,0.0
CRI,2000,0.0
CRI,2001,0.0
CRI,2002,0.0
CRI,2003,0.0
CRI,2004,0.0
CRI,2005,0.0
CRI,2006,0.0
CRI,2007,0.0
CRI,2008,0.0
CRI,2009,0.0
CRI,2010,0.0
CRI,2011,0.0
CRI,2012,0.0
CRI,2013,0.0
CRI,2014,47.5
CRI,2015,47.5
CRI,2016,47.5
CRI,2017,47.5
CRI,2018,47.5
CUB,1961,0.0
CUB,1962,0.0
CUB,1963,0.0
CUB,1964,0.0
CUB,1965,0.0
CUB,1966,0.0
CUB,1967,0.0
CUB,1968,0.0
CUB,1969,0.0
CUB,1970,0.0
CUB,1971,0.0
CUB,1972,0.0
CUB,1973,0.0
CUB,1974,0.0
CUB,1975,0.0
CUB,1976,0.0
CUB,1977,0.0
CUB,1978,0.0
CUB,1979,0.0
CUB,1980,0.0
CUB,1981,0.0
CUB,1982,0.0
CUB,1983,0.0
CUB,1984,0.0
CUB,1985,0.0
CUB,1986,0.0
CUB,1987,0.0
CUB,1988,0.0
CUB,1989,0.0
CUB,1990,0.0
CUB,1991,0.0
CUB,1992,0.0
CUB,1993,0.0
CUB,1994,0.0
CUB,1995,0.0
CUB,1996,0.0
CUB,1997,0.0
CUB,1998,0.0
CUB,1999,0.0
CUB,2000,0.0
CUB,2001,953.0
CUB,2002,929.0
CUB,2003,989.0
CUB,2004,1056.0
CUB,2005,1106.0
CUB,2006,1174.0
CUB,2007,1233.0
CUB,2008,1213.0
CUB,2009,1192.0
CUB,2010,1171.5
CUB,2011,1151.0
CUB,2012,1365.2
CUB,2013,1456.3
CUB,2014,1362.2
CUB,2015,1324.7
CUB,2016,1304.4
CUB,2017,1356.0
CUB,2018,1356.0
