ISO,Year,Item,KKRi
CPV,2017,Plums and sloes,0.0
CPV,2017,Poppy seed,0.0
CPV,2017,Potatoes,709090909.0909091
CPV,2017,Pulses nes,3388888888.8888884
CPV,2017,"Pumpkins, squash and gourds",0.0
CPV,2017,Quinces,0.0
CPV,2017,Quinoa,0.0
CPV,2017,Rapeseed,0.0
CPV,2017,Raspberries,0.0
CPV,2017,"Rice, paddy",0.0
CPV,2017,Roots and tubers nes,0.0
CPV,2017,Rye,0.0
CPV,2017,Sesame seed,0.0
CPV,2017,"Snails, not sea",0.0
CPV,2017,Soybeans,0.0
CPV,2017,Spices nes,inf
CPV,2017,Spinach,0.0
CPV,2017,Strawberries,0.0
CPV,2017,Sugar beet,0.0
CPV,2017,Sugar cane,0.0
CPV,2017,Sunflower seed,0.0
CPV,2017,Sweet corn frozen,0.0
CPV,2017,Sweet corn prep or preserved,999999999.9999999
CPV,2017,Sweet potatoes,956521739.1304349
CPV,2017,"Tangerines, mandarins, clementines, satsumas",499999999.99999994
CPV,2017,Taro (cocoyam),0.0
CPV,2017,Tea,0.0
CPV,2017,Tomatoes,202531645.56962028
CPV,2017,Vanilla,0.0
CPV,2017,"Vegetables, fresh nes",285714285.71428573
CPV,2017,"Vegetables, leguminous nes",0.0
CPV,2017,"Walnuts, with shell",0.0
CPV,2017,Watermelons,166666666.66666666
CPV,2017,Wheat,0.0
CPV,2017,Yams,0.0
CPV,2018,"Almonds, with shell",0.0
CPV,2018,"Anise, badian, fennel, coriander",0.0
CPV,2018,Apples,555555555.5555555
CPV,2018,Apricots,0.0
CPV,2018,Artichokes,0.0
CPV,2018,Asparagus,0.0
CPV,2018,Avocados,0.0
CPV,2018,Bananas,604651162.7906977
CPV,2018,Barley,0.0
CPV,2018,"Beans, dry",3333333333.3333335
CPV,2018,"Beans, green",0.0
CPV,2018,Berries nes,0.0
CPV,2018,"Brazil nuts, with shell",0.0
CPV,2018,"Broad beans, horse beans, dry",0.0
CPV,2018,Buckwheat,0.0
CPV,2018,Cabbages and other brassicas,192307692.3076923
CPV,2018,Canary seed,0.0
CPV,2018,Carrots and turnips,357142857.14285713
CPV,2018,"Cashew nuts, with shell",0.0
CPV,2018,Cassava,1125000000.0
CPV,2018,Castor oil seed,0.0
CPV,2018,Cauliflowers and broccoli,0.0
CPV,2018,Cereals nes,0.0
CPV,2018,Cherries,0.0
CPV,2018,"Cherries, sour",0.0
CPV,2018,Chestnut,0.0
CPV,2018,Chick peas,inf
CPV,2018,"Chillies and peppers, dry",3125000000.0
CPV,2018,"Chillies and peppers, green",0.0
CPV,2018,Cinnamon (cannella),0.0
CPV,2018,Cloves,0.0
CPV,2018,"Cocoa, beans",0.0
CPV,2018,Coconuts,928571428.5714285
CPV,2018,"Coffee, green",499999999.99999994
CPV,2018,"Cow peas, dry",0.0
CPV,2018,Cucumbers and gherkins,200000000.0
CPV,2018,Currants,0.0
CPV,2018,Dates,inf
CPV,2018,Eggplants (aubergines),0.0
CPV,2018,"Eggs, hen, in shell",1200000000.0
CPV,2018,"Eggs, other bird, in shell",1999999999.9999998
CPV,2018,"Fat, cattle",0.0
CPV,2018,"Fat, goats",0.0
CPV,2018,"Fat, pigs",7000000000.0
CPV,2018,"Fat, sheep",0.0
CPV,2018,Figs,0.0
CPV,2018,"Fruit, citrus nes",0.0
CPV,2018,"Fruit, fresh nes",333333333.3333333
CPV,2018,"Fruit, tropical fresh nes",0.0
CPV,2018,Garlic,1400000000.0
CPV,2018,Ginger,0.0
CPV,2018,Grapefruit (inc. pomelos),0.0
CPV,2018,Grapes,499999999.99999994
CPV,2018,"Groundnuts, with shell",0.0
CPV,2018,"Hazelnuts, with shell",0.0
CPV,2018,"Honey, natural",0.0
CPV,2018,Kiwi fruit,999999999.9999999
CPV,2018,"Leeks, other alliaceous vegetables",0.0
CPV,2018,Lemons and limes,333333333.3333333
CPV,2018,Lentils,2500000000.0
CPV,2018,Lettuce and chicory,0.0
CPV,2018,Linseed,0.0
CPV,2018,Maize,0.0
CPV,2018,"Mangoes, mangosteens, guavas",461538461.5384615
CPV,2018,Meat nes,0.0
CPV,2018,"Meat, cattle",2000000000.0
CPV,2018,"Meat, chicken",1219512195.121951
CPV,2018,"Meat, duck",inf
CPV,2018,"Meat, game",0.0
CPV,2018,"Meat, goat",1200000000.0
CPV,2018,"Meat, goose and guinea fowl",0.0
CPV,2018,"Meat, pig",3176470588.2352943
CPV,2018,"Meat, sheep",999999999.9999999
CPV,2018,"Meat, turkey",999999999.9999999
CPV,2018,"Melons, other (inc.cantaloupes)",333333333.3333333
CPV,2018,"Milk, whole fresh cow",630769230.7692307
CPV,2018,"Milk, whole fresh goat",692307692.3076923
CPV,2018,Millet,0.0
CPV,2018,Mushrooms and truffles,0.0
CPV,2018,Mustard seed,0.0
CPV,2018,"Nutmeg, mace and cardamoms",0.0
CPV,2018,Nuts nes,999999999.9999999
CPV,2018,Oats,0.0
CPV,2018,"Offals, edible, cattle",999999999.9999999
CPV,2018,"Offals, edible, goats",999999999.9999999
CPV,2018,"Offals, liver geese",0.0
CPV,2018,"Offals, pigs, edible",1000000000.0
CPV,2018,"Offals, sheep,edible",0.0
CPV,2018,Oilseeds nes,0.0
CPV,2018,"Onions, dry",400000000.0
CPV,2018,Oranges,333333333.3333333
CPV,2018,Papayas,0.0
CPV,2018,Peaches and nectarines,0.0
CPV,2018,Pears,400000000.0
CPV,2018,"Peas, dry",0.0
CPV,2018,"Peas, green",0.0
CPV,2018,Pepper (piper spp.),0.0
CPV,2018,Persimmons,0.0
CPV,2018,Pigeon peas,0.0
CPV,2018,Pineapples,499999999.99999994
CPV,2018,Pistachios,0.0
CPV,2018,Plantains and others,0.0
CPV,2018,Plums and sloes,999999999.9999999
CPV,2018,Poppy seed,0.0
CPV,2018,Potatoes,711538461.5384614
CPV,2018,Pulses nes,3388888888.8888884
CPV,2018,"Pumpkins, squash and gourds",0.0
CPV,2018,Quinces,0.0
CPV,2018,Quinoa,0.0
CPV,2018,Rapeseed,0.0
CPV,2018,Raspberries,0.0
CPV,2018,"Rice, paddy",0.0
CPV,2018,Roots and tubers nes,0.0
CPV,2018,Rye,0.0
CPV,2018,Sesame seed,0.0
CPV,2018,"Snails, not sea",0.0
CPV,2018,Soybeans,0.0
CPV,2018,Spices nes,inf
CPV,2018,Spinach,0.0
CPV,2018,Strawberries,0.0
CPV,2018,Sugar beet,0.0
CPV,2018,Sugar cane,0.0
CPV,2018,Sunflower seed,0.0
CPV,2018,Sweet corn frozen,0.0
CPV,2018,Sweet corn prep or preserved,999999999.9999999
CPV,2018,Sweet potatoes,960000000.0
CPV,2018,"Tangerines, mandarins, clementines, satsumas",499999999.99999994
CPV,2018,Taro (cocoyam),0.0
CPV,2018,Tea,0.0
CPV,2018,Tomatoes,205882352.94117647
CPV,2018,Vanilla,0.0
CPV,2018,"Vegetables, fresh nes",200000000.0
CPV,2018,"Vegetables, leguminous nes",0.0
CPV,2018,"Walnuts, with shell",0.0
CPV,2018,Watermelons,200000000.0
CPV,2018,Wheat,0.0
CPV,2018,Yams,0.0
CRI,2014,"Almonds, with shell",0.0
CRI,2014,"Anise, badian, fennel, coriander",0.0
CRI,2014,Apples,500000000.0
CRI,2014,Apricots,0.0
CRI,2014,Artichokes,0.0
CRI,2014,Asparagus,0.0
CRI,2014,Avocados,833333333.3333334
CRI,2014,Bananas,0.0
CRI,2014,Barley,0.0
CRI,2014,"Beans, dry",3413793103.4482756
CRI,2014,"Beans, green",0.0
CRI,2014,Berries nes,0.0
CRI,2014,"Brazil nuts, with shell",0.0
CRI,2014,Cabbages and other brassicas,187500000.0
CRI,2014,Canary seed,0.0
CRI,2014,Carrots and turnips,333333333.3333333
CRI,2014,"Cashew nuts, with shell",0.0
CRI,2014,Cassava,999999999.9999999
CRI,2014,Cauliflowers and broccoli,0.0
CRI,2014,Cereals nes,0.0
CRI,2014,Cherries,0.0
CRI,2014,"Cherries, sour",0.0
CRI,2014,Chick peas,3000000000.0
CRI,2014,"Chillies and peppers, dry",0.0
CRI,2014,"Chillies and peppers, green",0.0
CRI,2014,Cinnamon (cannella),0.0
CRI,2014,Cloves,0.0
CRI,2014,"Cocoa, beans",0.0
CRI,2014,Coconuts,1333333333.3333333
CRI,2014,"Coffee, green",500000000.0
CRI,2014,"Cow peas, dry",0.0
CRI,2014,Cucumbers and gherkins,0.0
CRI,2014,Dates,0.0
CRI,2014,Eggplants (aubergines),0.0
CRI,2014,"Eggs, hen, in shell",1285714285.7142859
CRI,2014,"Eggs, other bird, in shell",0.0
CRI,2014,"Fat, cattle",0.0
CRI,2014,"Fat, goats",0.0
CRI,2014,"Fat, pigs",6500000000.0
CRI,2014,"Fat, sheep",0.0
CRI,2014,Figs,0.0
CRI,2014,"Fruit, citrus nes",0.0
CRI,2014,"Fruit, fresh nes",499999999.99999994
CRI,2014,"Fruit, tropical fresh nes",333333333.3333333
CRI,2014,Garlic,999999999.9999999
CRI,2014,Ginger,0.0
CRI,2014,Grapefruit (inc. pomelos),200000000.0
CRI,2014,Grapes,499999999.99999994
CRI,2014,"Groundnuts, with shell",0.0
CRI,2014,"Hazelnuts, with shell",0.0
CRI,2014,"Honey, natural",1999999999.9999998
CRI,2014,Kiwi fruit,0.0
CRI,2014,"Leeks, other alliaceous vegetables",0.0
CRI,2014,Lemons and limes,166666666.66666666
CRI,2014,Lentils,inf
CRI,2014,Lettuce and chicory,0.0
CRI,2014,Linseed,0.0
CRI,2014,Maize,0.0
CRI,2014,"Mangoes, mangosteens, guavas",450000000.0
CRI,2014,Maté,0.0
CRI,2014,Meat nes,0.0
CRI,2014,"Meat, cattle",0.0
CRI,2014,"Meat, chicken",1261538461.5384614
CRI,2014,"Meat, duck",0.0
CRI,2014,"Meat, goat",0.0
CRI,2014,"Meat, goose and guinea fowl",0.0
CRI,2014,"Meat, pig",0.0
CRI,2014,"Meat, sheep",0.0
CRI,2014,"Meat, turkey",999999999.9999999
CRI,2014,"Melons, other (inc.cantaloupes)",166666666.66666666
CRI,2014,Melonseed,0.0
CRI,2014,"Milk, whole fresh cow",651226158.0381472
CRI,2014,"Milk, whole fresh goat",0.0
CRI,2014,Millet,0.0
CRI,2014,Mushrooms and truffles,0.0
CRI,2014,Mustard seed,0.0
CRI,2014,"Nutmeg, mace and cardamoms",0.0
CRI,2014,Nuts nes,inf
CRI,2014,Oats,0.0
CRI,2014,"Offals, edible, cattle",1333333333.3333333
CRI,2014,"Offals, edible, goats",0.0
CRI,2014,"Offals, liver duck",0.0
CRI,2014,"Offals, pigs, edible",999999999.9999999
CRI,2014,"Offals, sheep,edible",0.0
CRI,2014,Oil palm fruit,0.0
CRI,2014,Oilseeds nes,0.0
CRI,2014,"Onions, dry",421052631.5789474
CRI,2014,"Onions, shallots, green",0.0
CRI,2014,Oranges,272727272.72727275
CRI,2014,Papayas,250000000.0
CRI,2014,Peaches and nectarines,0.0
CRI,2014,Pears,999999999.9999999
CRI,2014,"Peas, dry",inf
CRI,2014,"Peas, green",0.0
CRI,2014,Pepper (piper spp.),1999999999.9999998
CRI,2014,Persimmons,0.0
CRI,2014,Pineapples,315789473.68421054
CRI,2014,Pistachios,0.0
CRI,2014,Plantains and others,837209302.3255813
CRI,2014,Plums and sloes,0.0
CRI,2014,Poppy seed,0.0
CRI,2014,Potatoes,709677419.3548387
CRI,2014,Pulses nes,0.0
CRI,2014,"Pumpkins, squash and gourds",0.0
CRI,2014,Quinoa,0.0
CRI,2014,Rapeseed,0.0
CRI,2014,"Rice, paddy",0.0
CRI,2014,Roots and tubers nes,833333333.3333334
CRI,2014,Rye,0.0
CRI,2014,Safflower seed,0.0
CRI,2014,Sesame seed,0.0
CRI,2014,Sorghum,0.0
CRI,2014,Soybeans,inf
CRI,2014,Spices nes,0.0
CRI,2014,Spinach,0.0
CRI,2014,Strawberries,333333333.3333333
CRI,2014,Sugar beet,0.0
CRI,2014,Sugar cane,0.0
CRI,2014,Sunflower seed,inf
CRI,2014,Sweet corn frozen,0.0
CRI,2014,Sweet corn prep or preserved,666666666.6666666
CRI,2014,Sweet potatoes,0.0
CRI,2014,"Tangerines, mandarins, clementines, satsumas",0.0
CRI,2014,Taro (cocoyam),0.0
CRI,2014,Tea,0.0
CRI,2014,Tomatoes,235294117.6470588
CRI,2014,Vanilla,0.0
CRI,2014,"Vegetables, fresh nes",200000000.0
CRI,2014,"Vegetables, leguminous nes",0.0
CRI,2014,"Walnuts, with shell",0.0
CRI,2014,Watermelons,166666666.66666666
CRI,2014,Wheat,0.0
CRI,2014,Yams,999999999.9999999
CRI,2014,Yautia (cocoyam),1200000000.0
CRI,2015,"Almonds, with shell",0.0
CRI,2015,"Anise, badian, fennel, coriander",0.0
CRI,2015,Apples,500000000.0
CRI,2015,Apricots,0.0
CRI,2015,Artichokes,0.0
CRI,2015,Asparagus,0.0
CRI,2015,Avocados,818181818.1818182
CRI,2015,Bananas,0.0
CRI,2015,Barley,0.0
CRI,2015,"Beans, dry",3333333333.3333335
CRI,2015,"Beans, green",0.0
CRI,2015,Berries nes,0.0
CRI,2015,"Brazil nuts, with shell",0.0
CRI,2015,Cabbages and other brassicas,249999999.99999997
CRI,2015,Canary seed,0.0
CRI,2015,Carrots and turnips,416666666.6666667
CRI,2015,"Cashew nuts, with shell",0.0
CRI,2015,Cassava,999999999.9999999
CRI,2015,Cauliflowers and broccoli,0.0
CRI,2015,Cereals nes,0.0
CRI,2015,Cherries,0.0
CRI,2015,"Cherries, sour",0.0
CRI,2015,Chick peas,3000000000.0
CRI,2015,"Chillies and peppers, dry",0.0
CRI,2015,"Chillies and peppers, green",0.0
CRI,2015,Cinnamon (cannella),0.0
CRI,2015,Cloves,0.0
CRI,2015,"Cocoa, beans",0.0
CRI,2015,Coconuts,1500000000.0
CRI,2015,"Coffee, green",499999999.99999994
CRI,2015,"Cow peas, dry",0.0
CRI,2015,Cucumbers and gherkins,0.0
CRI,2015,Dates,0.0
CRI,2015,Eggplants (aubergines),0.0
CRI,2015,"Eggs, hen, in shell",1285714285.7142859
CRI,2015,"Eggs, other bird, in shell",0.0
CRI,2015,"Fat, cattle",0.0
CRI,2015,"Fat, goats",0.0
CRI,2015,"Fat, pigs",5500000000.0
CRI,2015,"Fat, sheep",0.0
CRI,2015,Figs,0.0
CRI,2015,"Fruit, citrus nes",0.0
CRI,2015,"Fruit, fresh nes",333333333.3333333
CRI,2015,"Fruit, tropical fresh nes",333333333.3333333
CRI,2015,Garlic,999999999.9999999
CRI,2015,Ginger,inf
CRI,2015,Grapefruit (inc. pomelos),200000000.0
CRI,2015,Grapes,499999999.99999994
CRI,2015,"Groundnuts, with shell",0.0
CRI,2015,"Hazelnuts, with shell",0.0
CRI,2015,"Honey, natural",1999999999.9999998
CRI,2015,Kiwi fruit,0.0
CRI,2015,"Leeks, other alliaceous vegetables",0.0
CRI,2015,Lemons and limes,157894736.84210527
CRI,2015,Lentils,inf
CRI,2015,Lettuce and chicory,0.0
CRI,2015,Linseed,0.0
CRI,2015,Maize,0.0
CRI,2015,"Mangoes, mangosteens, guavas",470588235.2941176
CRI,2015,Maté,0.0
CRI,2015,Meat nes,0.0
CRI,2015,"Meat, cattle",0.0
CRI,2015,"Meat, chicken",1250000000.0
CRI,2015,"Meat, duck",0.0
CRI,2015,"Meat, goat",0.0
CRI,2015,"Meat, goose and guinea fowl",0.0
CRI,2015,"Meat, pig",0.0
CRI,2015,"Meat, sheep",0.0
CRI,2015,"Meat, turkey",999999999.9999999
CRI,2015,"Melons, other (inc.cantaloupes)",166666666.66666666
CRI,2015,Melonseed,0.0
CRI,2015,"Milk, whole fresh cow",649595687.3315364
CRI,2015,"Milk, whole fresh goat",0.0
CRI,2015,Millet,0.0
CRI,2015,Mushrooms and truffles,0.0
CRI,2015,Mustard seed,0.0
CRI,2015,"Nutmeg, mace and cardamoms",0.0
CRI,2015,Nuts nes,inf
CRI,2015,Oats,0.0
CRI,2015,"Offals, edible, cattle",1000000000.0
CRI,2015,"Offals, edible, goats",0.0
CRI,2015,"Offals, liver duck",0.0
CRI,2015,"Offals, liver geese",0.0
CRI,2015,"Offals, pigs, edible",999999999.9999999
CRI,2015,"Offals, sheep,edible",0.0
CRI,2015,Oil palm fruit,0.0
CRI,2015,Oilseeds nes,0.0
CRI,2015,"Onions, dry",428571428.5714286
CRI,2015,"Onions, shallots, green",0.0
CRI,2015,Oranges,285714285.71428573
CRI,2015,Papayas,268292682.92682925
CRI,2015,Peaches and nectarines,0.0
CRI,2015,Pears,499999999.99999994
CRI,2015,"Peas, dry",inf
CRI,2015,"Peas, green",0.0
CRI,2015,Pepper (piper spp.),1999999999.9999998
CRI,2015,Persimmons,0.0
CRI,2015,Pineapples,309523809.52380955
CRI,2015,Pistachios,0.0
CRI,2015,Plantains and others,829787234.0425532
CRI,2015,Plums and sloes,0.0
CRI,2015,Poppy seed,0.0
CRI,2015,Potatoes,741935483.8709677
CRI,2015,Pulses nes,0.0
CRI,2015,"Pumpkins, squash and gourds",0.0
CRI,2015,Quinoa,0.0
CRI,2015,Rapeseed,0.0
CRI,2015,"Rice, paddy",0.0
CRI,2015,Roots and tubers nes,800000000.0
CRI,2015,Rye,0.0
CRI,2015,Safflower seed,0.0
CRI,2015,Sesame seed,0.0
CRI,2015,Sorghum,0.0
CRI,2015,Soybeans,inf
CRI,2015,Spices nes,0.0
CRI,2015,Spinach,0.0
CRI,2015,Strawberries,333333333.3333333
CRI,2015,Sugar beet,0.0
CRI,2015,Sugar cane,0.0
CRI,2015,Sunflower seed,inf
CRI,2015,Sweet corn frozen,0.0
CRI,2015,Sweet corn prep or preserved,666666666.6666666
CRI,2015,Sweet potatoes,0.0
CRI,2015,"Tangerines, mandarins, clementines, satsumas",0.0
CRI,2015,Taro (cocoyam),0.0
CRI,2015,Tea,0.0
CRI,2015,Tomatoes,227272727.27272728
CRI,2015,Triticale,0.0
CRI,2015,Vanilla,0.0
CRI,2015,"Vegetables, fresh nes",249999999.99999997
CRI,2015,"Vegetables, leguminous nes",0.0
CRI,2015,"Walnuts, with shell",0.0
CRI,2015,Watermelons,181818181.81818184
CRI,2015,Wheat,0.0
CRI,2015,Yams,1000000000.0
CRI,2015,Yautia (cocoyam),1200000000.0
CRI,2016,"Almonds, with shell",0.0
CRI,2016,"Anise, badian, fennel, coriander",0.0
CRI,2016,Apples,454545454.54545456
CRI,2016,Apricots,0.0
CRI,2016,Artichokes,0.0
CRI,2016,Asparagus,0.0
CRI,2016,Avocados,900000000.0
CRI,2016,Bananas,0.0
CRI,2016,Barley,0.0
CRI,2016,"Beans, dry",3392857142.857143
CRI,2016,"Beans, green",0.0
CRI,2016,Berries nes,0.0
CRI,2016,"Brazil nuts, with shell",0.0
CRI,2016,Cabbages and other brassicas,230769230.76923075
CRI,2016,Canary seed,0.0
CRI,2016,Carrots and turnips,400000000.0
CRI,2016,"Cashew nuts, with shell",0.0
CRI,2016,Cassava,999999999.9999999
CRI,2016,Cauliflowers and broccoli,0.0
CRI,2016,Cereals nes,0.0
CRI,2016,Cherries,0.0
CRI,2016,"Cherries, sour",0.0
CRI,2016,Chick peas,3000000000.0
CRI,2016,"Chillies and peppers, dry",0.0
CRI,2016,"Chillies and peppers, green",0.0
CRI,2016,Cinnamon (cannella),0.0
CRI,2016,Cloves,0.0
CRI,2016,"Cocoa, beans",0.0
CRI,2016,Coconuts,1500000000.0
CRI,2016,"Coffee, green",428571428.5714286
CRI,2016,"Cow peas, dry",0.0
CRI,2016,Cucumbers and gherkins,0.0
CRI,2016,Dates,0.0
CRI,2016,Eggplants (aubergines),0.0
CRI,2016,"Eggs, hen, in shell",1300000000.0
CRI,2016,"Eggs, other bird, in shell",0.0
CRI,2016,"Fat, cattle",0.0
CRI,2016,"Fat, goats",0.0
CRI,2016,"Fat, pigs",6000000000.0
CRI,2016,"Fat, sheep",0.0
CRI,2016,Figs,0.0
CRI,2016,"Fruit, citrus nes",0.0
CRI,2016,"Fruit, fresh nes",302325581.39534885
CRI,2016,"Fruit, tropical fresh nes",499999999.99999994
CRI,2016,Garlic,999999999.9999999
CRI,2016,Ginger,inf
CRI,2016,Grapefruit (inc. pomelos),200000000.0
CRI,2016,Grapes,499999999.99999994
CRI,2016,"Groundnuts, with shell",0.0
CRI,2016,"Hazelnuts, with shell",0.0
CRI,2016,"Honey, natural",1999999999.9999998
CRI,2016,Kiwi fruit,0.0
CRI,2016,"Leeks, other alliaceous vegetables",0.0
CRI,2016,Lemons and limes,157894736.84210527
CRI,2016,Lentils,inf
CRI,2016,Lettuce and chicory,0.0
CRI,2016,Linseed,0.0
CRI,2016,Maize,0.0
CRI,2016,"Mangoes, mangosteens, guavas",458333333.3333333
CRI,2016,Maté,0.0
CRI,2016,Meat nes,0.0
CRI,2016,"Meat, cattle",0.0
CRI,2016,"Meat, chicken",1257142857.142857
CRI,2016,"Meat, duck",0.0
CRI,2016,"Meat, goat",0.0
CRI,2016,"Meat, goose and guinea fowl",0.0
CRI,2016,"Meat, pig",0.0
CRI,2016,"Meat, sheep",0.0
CRI,2016,"Meat, turkey",999999999.9999999
CRI,2016,"Melons, other (inc.cantaloupes)",166666666.66666666
CRI,2016,Melonseed,0.0
CRI,2016,"Milk, whole fresh cow",649732620.3208556
CRI,2016,"Milk, whole fresh goat",0.0
CRI,2016,Millet,0.0
CRI,2016,Mushrooms and truffles,0.0
CRI,2016,Mustard seed,0.0
CRI,2016,"Nutmeg, mace and cardamoms",0.0
CRI,2016,Nuts nes,0.0
CRI,2016,Oats,0.0
CRI,2016,"Offals, edible, cattle",1000000000.0
CRI,2016,"Offals, edible, goats",0.0
CRI,2016,"Offals, liver duck",0.0
CRI,2016,"Offals, pigs, edible",1999999999.9999998
CRI,2016,"Offals, sheep,edible",0.0
CRI,2016,Oil palm fruit,0.0
CRI,2016,Oilseeds nes,0.0
CRI,2016,"Onions, dry",411764705.88235295
CRI,2016,"Onions, shallots, green",0.0
CRI,2016,Oranges,285714285.71428573
CRI,2016,Papayas,266666666.66666666
CRI,2016,Peaches and nectarines,0.0
CRI,2016,Pears,499999999.99999994
CRI,2016,"Peas, dry",inf
CRI,2016,"Peas, green",0.0
CRI,2016,Pepper (piper spp.),1999999999.9999998
CRI,2016,Persimmons,0.0
CRI,2016,Pineapples,309523809.52380955
CRI,2016,Pistachios,0.0
CRI,2016,Plantains and others,826086956.5217392
CRI,2016,Plums and sloes,0.0
CRI,2016,Poppy seed,0.0
CRI,2016,Potatoes,741935483.8709677
CRI,2016,Pulses nes,0.0
CRI,2016,"Pumpkins, squash and gourds",0.0
CRI,2016,Quinoa,0.0
CRI,2016,Rapeseed,0.0
CRI,2016,"Rice, paddy",0.0
CRI,2016,Roots and tubers nes,1000000000.0
CRI,2016,Rye,0.0
CRI,2016,Safflower seed,0.0
CRI,2016,Sesame seed,0.0
CRI,2016,Sorghum,0.0
CRI,2016,Soybeans,3000000000.0
CRI,2016,Spices nes,0.0
CRI,2016,Spinach,0.0
CRI,2016,Strawberries,499999999.99999994
CRI,2016,Sugar beet,0.0
CRI,2016,Sugar cane,0.0
CRI,2016,Sunflower seed,inf
CRI,2016,Sweet corn frozen,0.0
CRI,2016,Sweet corn prep or preserved,666666666.6666666
CRI,2016,Sweet potatoes,0.0
CRI,2016,"Tangerines, mandarins, clementines, satsumas",0.0
CRI,2016,Taro (cocoyam),0.0
CRI,2016,Tea,0.0
CRI,2016,Tomatoes,210526315.7894737
CRI,2016,Vanilla,0.0
CRI,2016,"Vegetables, fresh nes",249999999.99999997
CRI,2016,"Vegetables, leguminous nes",0.0
CRI,2016,"Walnuts, with shell",0.0
CRI,2016,Watermelons,161290322.58064517
CRI,2016,Wheat,0.0
CRI,2016,Yams,1000000000.0
CRI,2016,Yautia (cocoyam),1200000000.0
CRI,2017,"Almonds, with shell",0.0
CRI,2017,"Anise, badian, fennel, coriander",0.0
CRI,2017,Apples,500000000.0
CRI,2017,Apricots,0.0
CRI,2017,Artichokes,0.0
CRI,2017,Asparagus,0.0
CRI,2017,Avocados,777777777.7777777
CRI,2017,Bananas,999999999.9999999
CRI,2017,Barley,0.0
CRI,2017,"Beans, dry",3400000000.0000005
CRI,2017,"Beans, green",0.0
CRI,2017,Berries nes,0.0
CRI,2017,"Brazil nuts, with shell",0.0
CRI,2017,Cabbages and other brassicas,214285714.2857143
CRI,2017,Canary seed,0.0
CRI,2017,Carrots and turnips,416666666.6666667
CRI,2017,"Cashew nuts, with shell",0.0
CRI,2017,Cassava,999999999.9999999
CRI,2017,Cauliflowers and broccoli,0.0
CRI,2017,Cereals nes,0.0
CRI,2017,Cherries,0.0
CRI,2017,"Cherries, sour",0.0
CRI,2017,Chick peas,3000000000.0
CRI,2017,"Chillies and peppers, dry",0.0
CRI,2017,"Chillies and peppers, green",0.0
CRI,2017,Cinnamon (cannella),0.0
CRI,2017,Cloves,0.0
CRI,2017,"Cocoa, beans",0.0
CRI,2017,Coconuts,1500000000.0
CRI,2017,"Coffee, green",461538461.5384615
CRI,2017,"Cow peas, dry",0.0
CRI,2017,Cucumbers and gherkins,0.0
CRI,2017,Dates,0.0
CRI,2017,Eggplants (aubergines),0.0
CRI,2017,"Eggs, hen, in shell",1300000000.0
CRI,2017,"Eggs, other bird, in shell",0.0
CRI,2017,"Fat, cattle",0.0
CRI,2017,"Fat, goats",0.0
CRI,2017,"Fat, pigs",6000000000.0
CRI,2017,"Fat, sheep",0.0
CRI,2017,Figs,0.0
CRI,2017,"Fruit, citrus nes",0.0
CRI,2017,"Fruit, fresh nes",300000000.0
CRI,2017,"Fruit, tropical fresh nes",499999999.99999994
CRI,2017,Garlic,999999999.9999999
CRI,2017,Ginger,inf
CRI,2017,Grapefruit (inc. pomelos),200000000.0
CRI,2017,Grapes,499999999.99999994
CRI,2017,"Groundnuts, with shell",0.0
CRI,2017,"Hazelnuts, with shell",0.0
CRI,2017,"Honey, natural",1999999999.9999998
CRI,2017,Kiwi fruit,0.0
CRI,2017,"Leeks, other alliaceous vegetables",0.0
CRI,2017,Lemons and limes,157894736.84210527
CRI,2017,Lentils,inf
CRI,2017,Lettuce and chicory,0.0
CRI,2017,Linseed,0.0
CRI,2017,Maize,0.0
CRI,2017,"Mangoes, mangosteens, guavas",458333333.3333333
CRI,2017,Maté,0.0
CRI,2017,Meat nes,0.0
CRI,2017,"Meat, cattle",0.0
CRI,2017,"Meat, chicken",1267605633.8028169
CRI,2017,"Meat, duck",0.0
CRI,2017,"Meat, goat",0.0
CRI,2017,"Meat, goose and guinea fowl",0.0
CRI,2017,"Meat, pig",0.0
CRI,2017,"Meat, sheep",0.0
CRI,2017,"Meat, turkey",999999999.9999999
CRI,2017,"Melons, other (inc.cantaloupes)",142857142.85714287
CRI,2017,Melonseed,0.0
CRI,2017,"Milk, whole fresh cow",650666666.6666666
CRI,2017,"Milk, whole fresh goat",0.0
CRI,2017,Millet,0.0
CRI,2017,Mushrooms and truffles,0.0
CRI,2017,Mustard seed,0.0
CRI,2017,"Nutmeg, mace and cardamoms",0.0
CRI,2017,Nuts nes,0.0
CRI,2017,Oats,0.0
CRI,2017,"Offals, edible, cattle",1000000000.0
CRI,2017,"Offals, edible, goats",0.0
CRI,2017,"Offals, liver duck",0.0
CRI,2017,"Offals, pigs, edible",999999999.9999999
CRI,2017,"Offals, sheep,edible",0.0
CRI,2017,Oil palm fruit,0.0
CRI,2017,Oilseeds nes,0.0
CRI,2017,"Onions, dry",421052631.5789474
CRI,2017,"Onions, shallots, green",0.0
CRI,2017,Oranges,275862068.9655172
CRI,2017,Papayas,260869565.21739134
CRI,2017,Peaches and nectarines,0.0
CRI,2017,Pears,499999999.99999994
CRI,2017,"Peas, dry",inf
CRI,2017,"Peas, green",0.0
CRI,2017,Pepper (piper spp.),1999999999.9999998
