ISO,Year,IGVA
DMA,2000,52939729.6735891
DMA,2001,51872715.6790284
DMA,2002,43114152.0416987
DMA,2003,46462238.3567864
DMA,2004,48713147.737538
DMA,2005,50707672.1301972
DMA,2006,52287456.1009425
DMA,2007,56585675.0189605
DMA,2008,61144049.2925428
DMA,2009,56193556.8018782
DMA,2010,57814814.8148148
DMA,2011,57758259.3027356
DMA,2012,56306667.8260365
DMA,2013,55179327.9519248
DMA,2014,56302897.4585646
DMA,2015,52340241.2455497
DMA,2016,56702556.4105908
DMA,2017,48856421.7014719
DMA,2018,65004905.5838152
DMA,2019,67417940.7658604
DNK,2000,72375525170.6432
DNK,2001,71663163728.0893
DNK,2002,70522972144.5588
DNK,2003,69668961198.4022
DNK,2004,71484797714.0394
DNK,2005,70867302143.3471
DNK,2006,73550923597.5857
DNK,2007,71729541102.3225
DNK,2008,70858313893.647
DNK,2009,63353178609.0462
DNK,2010,63448925556.6471
DNK,2011,65193851930.9646
DNK,2012,66237281062.0187
DNK,2013,65398427205.6439
DNK,2014,65693978257.8872
DNK,2015,66644067066.7291
DNK,2016,70494701582.5946
DNK,2017,74699997328.4043
DNK,2018,76997777525.0567
DNK,2019,79376711494.1994
DOM,2000,10838213854.8476
DOM,2001,10716104465.1406
DOM,2002,11355649707.2227
DOM,2003,11043580026.6331
DOM,2004,11376721456.3926
DOM,2005,12356915855.5906
DOM,2006,13554470047.7078
DOM,2007,14113103982.4994
DOM,2008,14383974329.347
DOM,2009,13734581843.9637
DOM,2010,15039588819.5148
DOM,2011,15343936076.9919
DOM,2012,15225983216.3826
DOM,2013,16677044586.1326
DOM,2014,18184209259.1657
DOM,2015,19655504373.3986
DOM,2016,20999563234.1049
DOM,2017,21669355529.1046
DOM,2018,23359454538.6067
DOM,2019,24754051079.7478
DZA,2000,70919163881.3051
DZA,2001,70309028347.6952
DZA,2002,73463928235.7931
DZA,2003,79210514100.268
DZA,2004,81952932054.445
DZA,2005,86811827142.9045
DZA,2006,85950258849.8235
DZA,2007,86313121451.7532
DZA,2008,85354775382.9128
DZA,2009,81411145374.4888
DZA,2010,81402279998.9245
DZA,2011,80368943767.2099
DZA,2012,79871844346.1957
DZA,2013,77796677184.926
DZA,2014,78891690071.2634
DZA,2015,80232977118.747
DZA,2016,85570592191.0751
DZA,2017,85491205378.5307
DZA,2018,83298718717.6331
DZA,2019,81924132454.6153
ECU,2000,15461173839.8572
ECU,2001,16413677360.1886
ECU,2002,17160888769.4407
ECU,2003,17629165237.2841
ECU,2004,20311153021.1681
ECU,2005,21210155361.3767
ECU,2006,22186925251.4566
ECU,2007,22002251730.8404
ECU,2008,23467191880.2542
ECU,2009,23426268904.064
ECU,2010,24152535000.0
ECU,2011,26317458206.9573
ECU,2012,28036324603.695
ECU,2013,29262569298.7037
ECU,2014,30328331734.143
ECU,2015,30178891705.5536
ECU,2016,29723601532.256
ECU,2017,29732002440.5553
ECU,2018,29432968410.5378
ECU,2019,29480932827.5243
EGY,2000,47919727972.4865
EGY,2001,51467004867.0046
EGY,2002,51616441661.8307
EGY,2003,52573892108.9089
EGY,2004,53981567651.0107
EGY,2005,55665816895.4666
EGY,2006,62406203969.0822
EGY,2007,66540909052.9318
EGY,2008,71193239539.4296
EGY,2009,75045921216.624
EGY,2010,78362250453.7205
EGY,2011,78694194281.7505
EGY,2012,79545377361.0925
EGY,2013,80277798948.8973
EGY,2014,81966627476.7594
EGY,2015,83331589195.0115
EGY,2016,83906804455.4445
EGY,2017,85688480721.4232
EGY,2018,91191325494.6661
EGY,2019,96443708387.2679
ERI,2000,0.0
ERI,2001,0.0
ERI,2002,0.0
ERI,2003,0.0
ERI,2004,0.0
ERI,2005,0.0
ERI,2006,0.0
ERI,2007,0.0
ERI,2008,0.0
ERI,2009,0.0
ERI,2010,0.0
ERI,2011,0.0
ERI,2012,0.0
ERI,2013,0.0
ERI,2014,0.0
ERI,2015,0.0
ERI,2016,0.0
ERI,2017,0.0
ERI,2018,0.0
ERI,2019,0.0
ESP,2000,324100584486.818
ESP,2001,339257959858.187
ESP,2002,344488583955.641
ESP,2003,352327872130.167
ESP,2004,355990904511.581
ESP,2005,365086659328.734
ESP,2006,374666386482.306
ESP,2007,379486165931.535
ESP,2008,375605080079.866
ESP,2009,339252641480.864
ESP,2010,329036038642.829
ESP,2011,313265720284.95
ESP,2012,292715510307.766
ESP,2013,275974588088.388
ESP,2014,277782836378.306
ESP,2015,287797340878.056
ESP,2016,299439268838.733
ESP,2017,309760909628.903
ESP,2018,314389227494.494
ESP,2019,321845592501.744
EST,2000,3326390361.01517
EST,2001,3621528007.41674
EST,2002,3885578174.11472
EST,2003,4231463926.73002
EST,2004,4392588323.04215
EST,2005,4933330033.24159
EST,2006,5396914055.58253
EST,2007,5788821963.98439
EST,2008,5620905365.40608
EST,2009,4292946932.03298
EST,2010,4763970662.30359
EST,2011,5490159676.3644
EST,2012,5640390600.77173
EST,2013,5744375925.87968
EST,2014,5899902221.27911
EST,2015,5914429653.54033
EST,2016,6279575996.69924
EST,2017,6755253598.84449
EST,2018,7301851691.43651
EST,2019,6978575779.43878
ETH,2000,1180656732.06776
ETH,2001,1241037651.10991
ETH,2002,1344364887.81745
ETH,2003,1431420367.3982
ETH,2004,1598112210.46466
ETH,2005,1748832871.50041
ETH,2006,1926585546.05122
ETH,2007,2110059201.62313
ETH,2008,2323815113.6655
ETH,2009,2548604910.29073
ETH,2010,2824291474.67225
ETH,2011,3248242036.43462
ETH,2012,3886126118.91753
ETH,2013,4822788056.42744
ETH,2014,5644703697.49401
ETH,2015,6764962491.03901
ETH,2016,8384768512.62436
ETH,2017,10109694896.6835
ETH,2018,11397664924.8506
ETH,2019,12828723463.1131
FIN,2000,54726384963.9572
FIN,2001,55322369323.6515
FIN,2002,56878954490.7391
FIN,2003,58768660997.0867
FIN,2004,61675901776.0831
FIN,2005,63998060348.3064
FIN,2006,69559369688.4616
FIN,2007,75347201539.3135
FIN,2008,73432056676.1496
FIN,2009,60278003501.5157
FIN,2010,65181549615.4229
FIN,2011,65251807934.2486
FIN,2012,60250142444.0503
FIN,2013,59935191359.659
FIN,2014,59351320503.2106
FIN,2015,59677173740.5231
FIN,2016,61983584758.5269
FIN,2017,65823565287.4512
FIN,2018,64723659192.7309
FIN,2019,65259076036.1961
FJI,2000,400056470.80317
FJI,2001,429142712.373373
FJI,2002,438838139.829365
FJI,2003,442534458.820387
FJI,2004,486890939.477007
FJI,2005,454593138.04925
FJI,2006,457608419.823054
FJI,2007,434034446.897953
FJI,2008,495172275.338559
FJI,2009,500336620.579334
FJI,2010,533025387.061461
FJI,2011,480841649.751797
FJI,2012,470068426.740515
FJI,2013,490858114.880004
FJI,2014,561469186.107281
FJI,2015,600170932.297045
FJI,2016,643635084.072399
FJI,2017,670724927.440521
FJI,2018,707521172.865453
FJI,2019,704353756.197801
FRA,2000,455574556273.819
FRA,2001,466619473093.013
FRA,2002,468725827067.208
FRA,2003,474122312864.266
FRA,2004,485236353264.349
FRA,2005,491608259508.586
FRA,2006,501039025726.081
FRA,2007,514285524378.542
FRA,2008,499132267818.663
FRA,2009,469393936913.767
FRA,2010,471593113842.57
FRA,2011,478082685570.026
FRA,2012,473416842026.06
FRA,2013,476568727909.769
FRA,2014,474525147199.341
FRA,2015,475205209433.306
FRA,2016,474928479143.017
FRA,2017,481436395144.27
FRA,2018,484765416240.722
FRA,2019,488482139235.78
FRO,2000,329172667.62682
FRO,2001,329172667.62682
FRO,2002,329172667.62682
FRO,2003,329172667.62682
FRO,2004,329172667.62682
FRO,2005,329172667.62682
FRO,2006,329172667.62682
FRO,2007,329172667.62682
FRO,2008,329172667.62682
FRO,2009,329172667.62682
FRO,2010,329172667.62682
FRO,2011,329172667.62682
FRO,2012,329172667.62682
FRO,2013,329172667.62682
FRO,2014,329172667.62682
FRO,2015,329172667.62682
FRO,2016,329172667.62682
FRO,2017,329172667.62682
FRO,2018,329172667.62682
FRO,2019,329172667.62682
FSM,2000,20590132.4227855
FSM,2001,21215611.0141855
FSM,2002,18624226.3689314
FSM,2003,17774491.1025543
FSM,2004,17080341.1666405
FSM,2005,16665989.1961905
FSM,2006,13188500.1968557
FSM,2007,12171676.2783453
FSM,2008,13434136.7828151
FSM,2009,18201973.1270314
FSM,2010,21485300.0
FSM,2011,24048449.2193373
FSM,2012,23738208.1197575
FSM,2013,18978040.6566544
FSM,2014,13546148.9251353
FSM,2015,12706174.0529023
FSM,2016,13518843.0605656
FSM,2017,13904727.214762
FSM,2018,12882790.7088428
FSM,2019,12384313.4364843
GAB,2000,8750854746.77261
GAB,2001,8824329597.73557
GAB,2002,8771145334.13667
GAB,2003,9065350484.91378
GAB,2004,9192175271.54856
GAB,2005,9390663199.44839
GAB,2006,8056802382.68527
GAB,2007,8307734576.41419
GAB,2008,7268142129.26878
GAB,2009,7006430298.22976
GAB,2010,7932587448.76406
GAB,2011,8588394723.84708
GAB,2012,8577553462.36963
GAB,2013,8784835832.81466
GAB,2014,8838414875.57578
GAB,2015,9041981385.84936
GAB,2016,9025820516.08364
GAB,2017,8429603769.599
GAB,2018,8403832407.88144
GAB,2019,8986491981.83493
GBR,2000,487955161014.001
GBR,2001,484735332426.405
GBR,2002,486847187384.365
GBR,2003,492324753677.045
GBR,2004,502955763088.5
GBR,2005,497122242083.389
GBR,2006,502158937182.99
GBR,2007,507929618049.746
GBR,2008,495566587105.704
GBR,2009,449155819448.624
GBR,2010,471297488234.881
GBR,2011,472216306032.854
GBR,2012,454200994864.019
GBR,2013,452833220837.562
GBR,2014,470460063121.049
GBR,2015,477029230610.582
GBR,2016,486562743346.339
GBR,2017,501838986712.99
GBR,2018,505062882776.266
GBR,2019,504810469940.58
GEO,2000,1477567777.07579
GEO,2001,1477567777.07579
GEO,2002,1477567777.07579
GEO,2003,1477567777.07579
GEO,2004,1650699169.37725
GEO,2005,1802342047.7893
GEO,2006,2039841414.86799
GEO,2007,2335112786.20969
GEO,2008,2225462996.795
GEO,2009,2141138589.84416
GEO,2010,2063289008.58441
GEO,2011,2259522507.51406
GEO,2012,2512105504.79136
GEO,2013,2604173810.83479
GEO,2014,2785979022.91196
GEO,2015,2858956242.08351
GEO,2016,3049999076.84061
GEO,2017,3183270391.21019
GEO,2018,3166351641.28319
GEO,2019,3251998919.79048
GHA,2000,4252123074.6678
GHA,2001,4252123074.6678
GHA,2002,4252123074.6678
GHA,2003,4252123074.6678
GHA,2004,4252123074.6678
GHA,2005,4252123074.6678
GHA,2006,4252123074.6678
GHA,2007,4510844558.11723
GHA,2008,5190631659.69658
GHA,2009,5423526388.92243
GHA,2010,5800320279.72028
GHA,2011,8215560325.07488
GHA,2012,9122851513.68604
GHA,2013,9577677800.61363
GHA,2014,9685996520.62686
GHA,2015,9797511578.33989
GHA,2016,10221027375.7502
GHA,2017,11816981556.6201
GHA,2018,13058118419.4747
GHA,2019,13889373706.9936
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,1753921294.51416
GIN,2001,1844251701.64673
GIN,2002,1937880972.6425
GIN,2003,1939513600.40768
GIN,2004,1997580689.00997
GIN,2005,2072654300.16498
GIN,2006,2093371680.23297
GIN,2007,2131259764.28923
GIN,2008,2286932165.44564
GIN,2009,2187328062.96314
GIN,2010,2214618261.18054
GIN,2011,2230470186.61887
GIN,2012,2319078690.80923
GIN,2013,2215410363.42857
GIN,2014,2363001252.88466
GIN,2015,2292019893.60549
GIN,2016,2725571582.66864
GIN,2017,3344463030.22029
GIN,2018,3725317787.22454
GIN,2019,3998078566.42752
GMB,2000,143306814.392345
GMB,2001,143306814.392345
GMB,2002,143306814.392345
GMB,2003,143306814.392345
GMB,2004,143306814.392345
GMB,2005,140696561.061671
GMB,2006,146233163.269731
GMB,2007,150019977.99741
GMB,2008,148492471.021371
GMB,2009,147403844.897973
GMB,2010,151677341.853491
GMB,2011,158477727.410241
GMB,2012,166661948.688652
GMB,2013,172710343.230388
GMB,2014,189244079.795807
GMB,2015,232036455.620538
GMB,2016,276633888.164917
GMB,2017,266819579.521357
GMB,2018,272230816.135548
GMB,2019,311141587.610486
GNB,2000,82435758.2407044
GNB,2001,84602492.1549584
GNB,2002,98371456.567983
GNB,2003,105021462.559326
GNB,2004,90295053.6010244
GNB,2005,96621569.2584753
GNB,2006,100642402.133424
GNB,2007,95045368.0342786
GNB,2008,99906407.3469184
GNB,2009,104587247.346048
GNB,2010,111688837.159199
GNB,2011,110670602.484064
GNB,2012,116185135.692686
GNB,2013,121645391.999649
GNB,2014,125032270.663212
GNB,2015,131439116.135119
GNB,2016,136165548.731643
GNB,2017,152376973.719353
GNB,2018,153205139.586288
GNB,2019,159574964.954649
GNQ,2000,10555208390.5485
GNQ,2001,10555208390.5485
GNQ,2002,10555208390.5485
GNQ,2003,10555208390.5485
GNQ,2004,10555208390.5485
GNQ,2005,10555208390.5485
GNQ,2006,10555208390.5485
GNQ,2007,11950458240.346
GNQ,2008,14109371661.6276
GNQ,2009,14218822994.5243
GNQ,2010,12194159190.314
GNQ,2011,12989181464.1531
GNQ,2012,14002872275.5429
GNQ,2013,12711140450.3043
GNQ,2014,12725962698.2942
GNQ,2015,11167008866.164
GNQ,2016,9934876914.88263
GNQ,2017,9279539292.79549
GNQ,2018,8192176174.46527
GNQ,2019,7479501872.32018
GRC,2000,46266010433.1661
GRC,2001,49460581370.1968
GRC,2002,51957561751.8436
GRC,2003,56307683323.4842
GRC,2004,57339434585.0432
GRC,2005,55543007559.4794
GRC,2006,60394915315.9094
GRC,2007,59235928776.2138
GRC,2008,51755799494.5121
GRC,2009,51515404104.1753
GRC,2010,44232094939.4939
GRC,2011,38985599498.5064
GRC,2012,36707075377.7949
GRC,2013,34187193515.3042
GRC,2014,32013529691.2553
GRC,2015,31748323018.1152
GRC,2016,32441461921.9877
GRC,2017,31862603183.22
GRC,2018,32012579757.2508
GRC,2019,32325701598.2771
GRD,2000,115841979.677228
GRD,2001,105425186.760091
GRD,2002,107975914.130856
GRD,2003,122836100.253557
GRD,2004,122042284.330752
GRD,2005,192599593.437973
GRD,2006,151465642.182291
GRD,2007,148681933.165902
GRD,2008,142154933.348188
GRD,2009,114702081.011845
GRD,2010,113412703.703704
GRD,2011,106722087.606114
GRD,2012,97447053.5697715
GRD,2013,107994598.961201
GRD,2014,106204079.621493
GRD,2015,111860663.979612
GRD,2016,120962863.335267
GRD,2017,139201986.067571
GRD,2018,152988249.164778
GRD,2019,155774438.468382
GRL,2000,301559360.608808
GRL,2001,301559360.608808
GRL,2002,301559360.608808
GRL,2003,301559360.608808
GRL,2004,358404011.308476
GRL,2005,386266247.043971
GRL,2006,339538770.647748
GRL,2007,379189559.218364
GRL,2008,458295549.510144
GRL,2009,438523497.092868
GRL,2010,452676872.744083
GRL,2011,466385732.828364
GRL,2012,503227183.015949
GRL,2013,492452125.673441
GRL,2014,532351842.961541
GRL,2015,564054693.195356
GRL,2016,621379420.707313
GRL,2017,543304706.530823
GRL,2018,651748724.240323
GRL,2019,651748724.240323
GTM,2000,8972420579.34834
GTM,2001,9239816774.50603
GTM,2002,9773615366.67083
GTM,2003,9831884237.5995
GTM,2004,9865289911.99127
GTM,2005,10130232899.8673
GTM,2006,10788002048.3762
GTM,2007,11369752795.6075
GTM,2008,11478071075.7665
GTM,2009,11151517035.5036
GTM,2010,11182694134.8755
GTM,2011,11656317136.9772
GTM,2012,11823302549.942
GTM,2013,12220002980.0503
GTM,2014,13098764904.2645
GTM,2015,13483750474.788
GTM,2016,13680371075.0303
GTM,2017,13797357393.2791
GTM,2018,14022340858.702
GTM,2019,14549774308.5917
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,797869457.09461
GUY,2001,818003149.573139
GUY,2002,785789241.872695
GUY,2003,765655549.394167
GUY,2004,755876328.053001
GUY,2005,750699092.705321
GUY,2006,744946609.205471
GUY,2007,818759909.155316
GUY,2008,814804286.694387
GUY,2009,828457727.046331
GUY,2010,854886230.192697
GUY,2011,933359198.475171
GUY,2012,975790653.36529
GUY,2013,1046854216.96445
GUY,2014,987857043.67202
GUY,2015,1022976601.19065
GUY,2016,1236777485.55229
GUY,2017,1203700701.98959
GUY,2018,1239654118.17028
GUY,2019,1354416258.0609
HKG,2000,15629279719.9197
HKG,2001,15629279719.9197
HKG,2002,15629279719.9197
HKG,2003,15629279719.9197
HKG,2004,15629279719.9197
HKG,2005,15629279719.9197
HKG,2006,15629279719.9197
HKG,2007,15629279719.9197
HKG,2008,15629279719.9197
HKG,2009,15629279719.9197
HKG,2010,15629279719.9197
HKG,2011,15629279719.9197
HKG,2012,15629279719.9197
HKG,2013,15629279719.9197
HKG,2014,15629279719.9197
HKG,2015,15629279719.9197
HKG,2016,15629279719.9197
HKG,2017,15629279719.9197
HKG,2018,15629279719.9197
HKG,2019,15629279719.9197
HND,2000,3037846424.79334
HND,2001,3052000291.84784
HND,2002,3124960568.18495
HND,2003,3261002497.20947
HND,2004,3375173793.30594
HND,2005,3632890506.85173
HND,2006,3862929624.20532
HND,2007,4106143471.23498
HND,2008,4263852450.16828
HND,2009,3935822039.53599
HND,2010,4052833803.47286
HND,2011,4221410237.86376
HND,2012,4303308778.19007
HND,2013,4385459373.68311
HND,2014,4437925626.07965
HND,2015,4624145922.14123
HND,2016,4795873046.11618
HND,2017,5011767990.84476
HND,2018,5215641843.0065
HND,2019,5311432500.7911
HRV,2000,11547222260.3559
HRV,2001,11720928363.8457
HRV,2002,12223327933.5904
HRV,2003,13185123468.2459
HRV,2004,13943958616.2311
HRV,2005,14543485413.3316
HRV,2006,15261947282.3776
HRV,2007,15936979146.7346
HRV,2008,16256940570.7462
HRV,2009,14532415436.0983
HRV,2010,13322231673.0487
HRV,2011,13057860390.7
HRV,2012,12112261237.6677
HRV,2013,11927994196.7873
HRV,2014,12087468747.3837
HRV,2015,12366437824.9297
HRV,2016,13002791092.1592
HRV,2017,13321458822.2474
HRV,2018,13509069699.8162
HRV,2019,13817118004.1135
HTI,2000,2356681077.69964
HTI,2001,2338239255.49147
HTI,2002,2391780363.06839
HTI,2003,2446771162.11214
HTI,2004,2445964511.32541
HTI,2005,2536156381.53325
HTI,2006,2686887845.09514
HTI,2007,2730376429.07878
HTI,2008,2824314837.2319
HTI,2009,3062247966.51334
HTI,2010,2742547631.33348
HTI,2011,3086789845.79534
HTI,2012,3165092469.812
HTI,2013,3292087122.61395
HTI,2014,3530504241.05434
HTI,2015,3731643057.1252
HTI,2016,3769306539.17917
HTI,2017,3789460588.42429
HTI,2018,3831495646.73957
HTI,2019,3448401041.36161
HUN,2000,27899413071.8859
HUN,2001,28972833900.8522
HUN,2002,31073177690.8743
HUN,2003,32501073229.0157
HUN,2004,34153478353.8381
HUN,2005,35701566418.4296
HUN,2006,37275650709.0256
HUN,2007,38609466001.3019
HUN,2008,36589167856.6835
HUN,2009,31955264535.6192
HUN,2010,33311278267.8042
HUN,2011,33294474364.942
HUN,2012,32553313797.7138
HUN,2013,32161341453.4306
HUN,2014,34277000446.1803
HUN,2015,36916597846.7486
HUN,2016,36745889562.7778
HUN,2017,38409003724.0515
HUN,2018,40189769216.6533
HUN,2019,42098943099.6194
IDN,2000,216468431334.313
IDN,2001,222386557988.572
IDN,2002,231866257597.776
IDN,2003,240573021973.793
IDN,2004,250054179951.367
IDN,2005,261816633037.547
IDN,2006,273568402727.569
IDN,2007,286480830142.486
IDN,2008,297189934282.968
IDN,2009,307853964666.338
IDN,2010,322998068749.924
IDN,2011,343507652159.991
IDN,2012,361731711952.608
IDN,2013,377438653006.782
IDN,2014,393412655038.127
IDN,2015,405182897057.283
IDN,2016,420679045079.182
IDN,2017,437889577826.835
IDN,2018,456908275208.4
IDN,2019,474316290291.685
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,45861202652.5936
IRL,2001,48191270556.0788
IRL,2002,52897967971.5227
IRL,2003,53247814562.8345
IRL,2004,53801098661.5691
IRL,2005,57140292320.8984
IRL,2006,58599705205.13
IRL,2007,61413758675.5769
IRL,2008,56460201995.8891
IRL,2009,51541879929.1251
IRL,2010,51743234488.2772
IRL,2011,52410373889.5477
IRL,2012,51634342581.4585
IRL,2013,50474481766.7521
IRL,2014,55598276072.8145
IRL,2015,97273039106.6733
IRL,2016,96413181666.9509
IRL,2017,100395000547.926
IRL,2018,111473790631.804
IRL,2019,115409782722.168
IRN,2000,147506910199.58
IRN,2001,144351006874.236
IRN,2002,155001878416.643
IRN,2003,171690027599.717
IRN,2004,176897798334.551
IRN,2005,182048750926.487
IRN,2006,189036570653.125
IRN,2007,198726618996.096
IRN,2008,204378951581.295
IRN,2009,202683793305.665
IRN,2010,215214625703.753
IRN,2011,219170719135.74
IRN,2012,179871745700.947
IRN,2013,171752662458.873
IRN,2014,180560245513.172
IRN,2015,177987061313.394
IRN,2016,221959760606.748
IRN,2017,228701158390.628
IRN,2018,203646813173.121
IRN,2019,171320396144.455
IRQ,2000,74464496354.7898
IRQ,2001,75619525240.9976
IRQ,2002,66360680474.0977
IRQ,2003,40556666600.8874
IRQ,2004,57797440164.3653
IRQ,2005,56271740730.6632
IRQ,2006,59433121458.1807
IRQ,2007,63657650918.1231
IRQ,2008,71509921277.0968
IRQ,2009,73557332177.9346
IRQ,2010,77283320940.1709
IRQ,2011,82878777360.8164
IRQ,2012,95847659784.502
IRQ,2013,101401235217.567
IRQ,2014,103787241992.637
IRQ,2015,116072933828.343
IRQ,2016,140619208500.45
IRQ,2017,135586535054.165
IRQ,2018,132371111084.386
IRQ,2019,137274416380.951
ISL,2000,2764801114.89389
ISL,2001,2855128242.92535
ISL,2002,2765025979.15218
ISL,2003,2812254834.09666
ISL,2004,3113753815.70796
ISL,2005,3308791704.60978
ISL,2006,3563976727.44177
ISL,2007,3702572778.38832
ISL,2008,3690190443.03061
ISL,2009,3094271481.3099
ISL,2010,3031965596.27169
ISL,2011,3113200375.46036
ISL,2012,3208259980.22801
ISL,2013,3419915502.89556
ISL,2014,3559630651.66694
ISL,2015,3729245649.25713
ISL,2016,3935404601.70178
ISL,2017,4118883557.00968
ISL,2018,4295814741.36156
ISL,2019,4392592292.47511
ISR,2000,41325690951.3663
ISR,2001,38663551635.3616
ISR,2002,37393096518.5357
ISR,2003,38055432387.5496
ISR,2004,38025094318.3911
ISR,2005,39650077801.1698
ISR,2006,42815118220.5659
ISR,2007,45453881989.9593
ISR,2008,44897049748.7923
ISR,2009,43808982174.1579
ISR,2010,49281136675.1583
ISR,2011,49992783214.517
ISR,2012,50100173851.4455
ISR,2013,51713868464.9101
ISR,2014,53011872050.5021
ISR,2015,53467652705.1231
ISR,2016,53263807083.0286
ISR,2017,55863916260.1021
ISR,2018,57952658704.6293
ISR,2019,59588612842.7117
ITA,2000,500081134879.878
ITA,2001,502841071287.256
ITA,2002,507373832374.667
ITA,2003,502885744750.982
ITA,2004,513552393320.8
ITA,2005,517595709975.952
ITA,2006,531910855055.843
ITA,2007,541076156148.274
ITA,2008,527372816608.706
ITA,2009,450211190033.273
ITA,2010,466619237797.041
ITA,2011,466895624171.526
ITA,2012,444192668089.062
ITA,2013,430637340080.413
ITA,2014,421608759423.672
ITA,2015,423719457855.462
ITA,2016,435135368777.069
ITA,2017,447873565133.267
ITA,2018,456329859082.981
ITA,2019,455780154566.41
JAM,2000,2681584335.22158
JAM,2001,2682758260.14052
JAM,2002,2675297658.35307
JAM,2003,2750444299.5455
JAM,2004,2855695936.35644
JAM,2005,2910854961.16593
JAM,2006,2872656062.15897
JAM,2007,2915905927.59346
JAM,2008,2823150412.61698
JAM,2009,2457426461.22682
JAM,2010,2377893047.96889
JAM,2011,2445980693.26719
JAM,2012,2375962250.40485
JAM,2013,2388427479.47829
JAM,2014,2392551663.07508
JAM,2015,2430642437.41846
JAM,2016,2456901284.2894
JAM,2017,2477367738.46822
JAM,2018,2595347192.82131
JAM,2019,2575884753.37579
JOR,2000,3574404155.4733
JOR,2001,3883427670.01318
JOR,2002,4462715204.25927
JOR,2003,4544905047.85913
JOR,2004,5135954364.22963
JOR,2005,5502562139.8337
JOR,2006,6036767596.9786
JOR,2007,6583959485.80574
JOR,2008,7112298431.44922
JOR,2009,6974827152.31806
JOR,2010,7127189718.30986
JOR,2011,7397898048.97944
JOR,2012,7433166046.73277
JOR,2013,7569869562.10804
JOR,2014,7880451425.16305
JOR,2015,8069823836.91972
JOR,2016,8135530279.37353
JOR,2017,8277392855.14607
JOR,2018,8377635626.04141
JOR,2019,8496316021.14601
JPN,2000,1617743693108.97
JPN,2001,1556503804968.44
JPN,2002,1526331087037.41
JPN,2003,1553865847300.08
JPN,2004,1601938169213.44
JPN,2005,1654237401755.78
JPN,2006,1696965575759.23
JPN,2007,1729404136897.25
JPN,2008,1711097076875.88
JPN,2009,1457159214148.56
JPN,2010,1621370502065.54
JPN,2011,1571265605712.8
JPN,2012,1578203323149.83
JPN,2013,1611165061576.8
JPN,2014,1659596469439.04
JPN,2015,1697338481101.68
JPN,2016,1699037432047.19
JPN,2017,1779746952919.02
JPN,2018,1801242640868.72
JPN,2019,1801242640868.72
KAZ,2000,25392094592.7875
KAZ,2001,29296724908.0928
KAZ,2002,32741177486.6659
KAZ,2003,35757172627.09
KAZ,2004,39735255466.1208
KAZ,2005,43918291106.8317
KAZ,2006,49786650985.0878
KAZ,2007,53760993446.1713
KAZ,2008,55127974085.3041
KAZ,2009,55961045824.3323
KAZ,2010,60110809270.13
KAZ,2011,62199562390.3018
KAZ,2012,63379909663.1993
KAZ,2013,65361001268.0635
KAZ,2014,66510764757.1129
KAZ,2015,66580437246.8189
KAZ,2016,67719271268.6696
KAZ,2017,71985607367.4298
KAZ,2018,75192753401.8775
KAZ,2019,80168873054.6124
KEN,2000,4708422340.0293
KEN,2001,4967261063.71367
KEN,2002,5083816404.16008
KEN,2003,5394906265.79247
KEN,2004,5614628189.32996
KEN,2005,5861000419.70834
KEN,2006,6206205984.48727
KEN,2007,6586919167.8359
KEN,2008,6583791167.99943
KEN,2009,6827126667.47315
KEN,2010,7419806343.80538
KEN,2011,7957415421.39063
KEN,2012,8289848418.07957
KEN,2013,8731862405.29336
KEN,2014,9263211410.44817
KEN,2015,9936226428.3106
KEN,2016,10526762927.5809
KEN,2017,10937479938.7658
KEN,2018,11536134603.4036
KEN,2019,12067647895.9416
KGZ,2000,1059462354.47945
KGZ,2001,1107116566.55274
KGZ,2002,1007121979.44927
KGZ,2003,1135289483.35991
KGZ,2004,1169888839.81699
KGZ,2005,1054668447.03389
KGZ,2006,980326488.165816
KGZ,2007,1081264231.15331
KGZ,2008,1232145539.03791
KGZ,2009,1228228187.96327
KGZ,2010,1259251201.47593
