ISO,Item,Kc
SOM,sugarcane,0.8
SOM,vegetables,0.9
SRB,cereals,0.616666666666667
SRB,forage,0.8
SRB,fruit,0.755142424242424
SRB,grapes,0.508333333333333
SRB,maize,1.2
SRB,potatoes,0.952
SRB,sugar beet,0.751666666666667
SRB,vegetables,0.9
SSD,cotton,0.9
SSD,forage,0.8
SSD,groundnut,0.875
SSD,maize,1.2
SSD,millet,0.65
SSD,potatoes,0.952
SSD,roots,0.85
SSD,sorghum,0.84
SSD,sugarcane,0.8
SSD,sunflower,0.35
SSD,vegetables,0.9
SSD,wheat,1.15
SUR,bananas,1.0
SUR,rice,1.125
SUR,sugarcane,0.8
SUR,temporary crops,0.0
SVK,cereals,0.616666666666667
SVK,forage,0.8
SVK,fruit,0.755142424242424
SVK,maize,1.2
SVK,potatoes,0.952
SVK,pulses,0.634
SVK,rapeseed,0.35
SVK,sugar beet,0.751666666666667
SVK,sunflower,0.35
SVK,vegetables,0.9
SVN,cereals,0.616666666666667
SVN,flowers,0.0
SVN,forage,0.8
SVN,fruit,0.755142424242424
SVN,grapes,0.508333333333333
SVN,hop,0.733333333333334
SVN,maize,1.2
SVN,pastures,0.6125
SVN,potatoes,0.952
SVN,sugar beet,0.751666666666667
SVN,vegetables,0.9
SWE,forage,0.8
SWE,potatoes,0.952
SWE,pulses,0.634
SWE,rapeseed,0.35
SWE,sugar beet,0.751666666666667
SWE,vegetables,0.9
SWZ,fruit,0.755142424242424
SWZ,maize,1.2
SWZ,sugarcane,0.8
SWZ,vegetables,0.9
SYC,flowers,0.0
SYC,pulses,0.634
SYC,vegetables,0.9
SYR,citrus,0.6
SYR,cotton,0.9
SYR,forage,0.8
SYR,fruit,0.755142424242424
SYR,olive,0.683333333333333
SYR,pulses,0.634
SYR,sugar beet,0.751666666666667
SYR,sunflower,0.35
SYR,vegetables,0.9
SYR,wheat,1.15
TCD,maize,1.2
TCD,millet,0.65
TCD,rice,1.125
TCD,sugarcane,0.8
TCD,vegetables,0.9
TCD,wheat,1.15
TGO,rice,1.125
TGO,sugarcane,0.8
THA,cotton,0.9
THA,fruit,0.755142424242424
THA,rice,1.125
THA,sugarcane,0.8
THA,vegetables,0.9
TJK,barley,0.7
TJK,cereals,0.616666666666667
TJK,cotton,0.9
TJK,forage,0.8
TJK,fruit,0.755142424242424
TJK,maize,1.2
TJK,pastures,0.6125
TJK,potatoes,0.952
TJK,pulses,0.634
TJK,rice,1.125
TJK,sunflower,0.35
TJK,temporary crops,0.0
TJK,tobacco,0.0
TJK,vegetables,0.9
TJK,wheat,1.15
TKM,cotton,0.9
TKM,forage,0.8
TKM,fruit,0.755142424242424
TKM,pastures,0.6125
TKM,potatoes,0.952
TKM,rice,1.125
TKM,sugar beet,0.751666666666667
TKM,temporary crops,0.0
TKM,vegetables,0.9
TKM,wheat,1.15
TLS,maize,1.2
TLS,potatoes,0.952
TLS,rice,1.125
TLS,vegetables,0.9
TTO,bananas,1.0
TTO,fruit,0.755142424242424
TTO,maize,1.2
TTO,rice,1.125
TTO,vegetables,0.9
TUN,barley,0.7
TUN,cereals,0.616666666666667
TUN,citrus,0.6
TUN,forage,0.8
TUN,fruit,0.755142424242424
TUN,olive,0.683333333333333
TUN,palm,0.933333333333333
TUN,potatoes,0.952
TUN,pulses,0.634
TUN,sugar beet,0.751666666666667
TUN,vegetables,0.9
TUN,wheat,1.15
TUR,barley,0.7
TUR,citrus,0.6
TUR,cotton,0.9
TUR,flowers,0.0
TUR,forage,0.8
TUR,fruit,0.755142424242424
TUR,grapes,0.508333333333333
TUR,groundnut,0.875
TUR,maize,1.2
TUR,potatoes,0.952
TUR,pulses,0.634
TUR,rice,1.125
TUR,sugar beet,0.751666666666667
TUR,sunflower,0.35
TUR,temporary crops,0.0
TUR,vegetables,0.9
TUR,wheat,1.15
TZA,cereals,0.616666666666667
TZA,coffee,1.00833333333333
TZA,cotton,0.9
TZA,fruit,0.755142424242424
TZA,maize,1.2
TZA,oil crops,0.616666666666667
TZA,pulses,0.634
TZA,rice,1.125
TZA,roots,0.85
TZA,sugarcane,0.8
TZA,tea,1.06666666666667
TZA,temporary crops,0.0
TZA,vegetables,0.9
UGA,flowers,0.0
UGA,fruit,0.755142424242424
UGA,maize,1.2
UGA,rice,1.125
UGA,sesame,0.675
UGA,sugarcane,0.8
UGA,vegetables,0.9
UKR,forage,0.8
UKR,fruit,0.755142424242424
UKR,maize,1.2
UKR,potatoes,0.952
UKR,pulses,0.634
UKR,rice,1.125
UKR,sugar beet,0.751666666666667
UKR,sunflower,0.35
UKR,vegetables,0.9
URY,citrus,0.6
URY,forage,0.8
URY,fruit,0.755142424242424
URY,grapes,0.508333333333333
URY,maize,1.2
URY,pastures,0.6125
URY,potatoes,0.952
URY,rice,1.125
URY,sorghum,0.84
URY,soybean,0.825
URY,sugarcane,0.8
URY,temporary crops,0.0
URY,vegetables,0.9
UZB,barley,0.7
UZB,cotton,0.9
UZB,forage,0.8
UZB,fruit,0.755142424242424
UZB,maize,1.2
UZB,pastures,0.6125
UZB,potatoes,0.952
UZB,rice,1.125
UZB,vegetables,0.9
UZB,wheat,1.15
VCT,bananas,1.0
VCT,fruit,0.755142424242424
VCT,maize,1.2
VCT,rice,1.125
VCT,vegetables,0.9
VEN,bananas,1.0
VEN,citrus,0.6
VEN,cocoa,1.03333333333333
VEN,coconut,0.0
VEN,coffee,1.00833333333333
VEN,maize,1.2
VEN,other permanent crop,0.0
VEN,palm,0.933333333333333
VEN,pastures,0.6125
VEN,potatoes,0.952
VEN,pulses,0.634
VEN,rice,1.125
VEN,sorghum,0.84
VEN,sugarcane,0.8
VEN,temporary crops,0.0
VEN,vegetables,0.9
VEN,yuca,0.0
VNM,bananas,1.0
VNM,cassava,0.67575
VNM,citrus,0.6
VNM,coffee,1.00833333333333
VNM,cotton,0.9
VNM,fruit,0.755142424242424
VNM,groundnut,0.875
VNM,maize,1.2
VNM,rice,1.125
VNM,rubber,0.983333333333333
VNM,soybean,0.825
VNM,sugarcane,0.8
VNM,sweet potatoes,0.9
VNM,tea,1.06666666666667
VNM,temporary crops,0.0
VNM,tobacco,0.0
YEM,bananas,1.0
YEM,barley,0.7
YEM,citrus,0.6
YEM,coffee,1.00833333333333
YEM,cotton,0.9
YEM,forage,0.8
YEM,fruit,0.755142424242424
YEM,maize,1.2
YEM,millet,0.65
YEM,potatoes,0.952
YEM,pulses,0.634
YEM,qat,0.0
YEM,sesame,0.675
YEM,sorghum,0.84
YEM,tobacco,0.0
YEM,vegetables,0.9
YEM,wheat,1.15
ZAF,bananas,1.0
ZAF,cereals,0.616666666666667
ZAF,citrus,0.6
ZAF,coffee,1.00833333333333
ZAF,cotton,0.9
ZAF,forage,0.8
ZAF,fruit,0.755142424242424
ZAF,maize,1.2
ZAF,oil crops,0.616666666666667
ZAF,other permanent crop,0.0
ZAF,potatoes,0.952
ZAF,pulses,0.634
ZAF,sugarcane,0.8
ZAF,sunflower,0.35
ZAF,tea,1.06666666666667
ZAF,tobacco,0.0
ZAF,vegetables,0.9
ZAF,wheat,1.15
ZMB,bananas,1.0
ZMB,citrus,0.6
ZMB,coffee,1.00833333333333
ZMB,maize,1.2
ZMB,rice,1.125
ZMB,sugarcane,0.8
ZMB,tea,1.06666666666667
ZMB,vegetables,0.9
ZMB,wheat,1.15
ZWE,barley,0.7
ZWE,coffee,1.00833333333333
ZWE,cotton,0.9
ZWE,forage,0.8
ZWE,fruit,0.755142424242424
ZWE,groundnut,0.875
ZWE,maize,1.2
ZWE,potatoes,0.952
ZWE,pulses,0.634
ZWE,soybean,0.825
ZWE,sugarcane,0.8
ZWE,tea,1.06666666666667
ZWE,tobacco,0.0
ZWE,vegetables,0.9
ZWE,wheat,1.15
