ISO,Year,EW1
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,71.65
GAB,2001,71.56
GAB,2002,69.25
GAB,2003,68.62
GAB,2004,68.5
GAB,2005,70.1
GAB,2006,67.11
GAB,2007,70.12
GAB,2008,69.19
GAB,2009,66.79
GAB,2010,71.11
GAB,2011,77.29
GAB,2012,81.19
GAB,2013,85.75
GAB,2014,88.88
GAB,2015,91.37
GAB,2016,92.95
GAB,2017,94.79
GAB,2018,95.14
GAB,2019,95.14
GBR,2000,222.49
GBR,2001,222.49
GBR,2002,222.49
GBR,2003,222.49
GBR,2004,222.49
GBR,2005,222.49
GBR,2006,181.35
GBR,2007,283.31
GBR,2008,296.19
GBR,2009,288.94
GBR,2010,290.5
GBR,2011,306.14
GBR,2012,291.07
GBR,2013,322.28
GBR,2014,353.08
GBR,2015,317.91
GBR,2016,313.78
GBR,2017,319.74
GBR,2018,324.34
GBR,2019,324.34
GEO,2000,4.15
GEO,2001,4.15
GEO,2002,4.15
GEO,2003,4.15
GEO,2004,4.15
GEO,2005,4.15
GEO,2006,4.15
GEO,2007,4.67
GEO,2008,4.87
GEO,2009,4.69
GEO,2010,5.04
GEO,2011,5.35
GEO,2012,5.69
GEO,2013,5.9
GEO,2014,6.16
GEO,2015,8.62
GEO,2016,9.15
GEO,2017,9.89
GEO,2018,10.78
GEO,2019,10.78
GHA,2000,14.43
GHA,2001,14.74
GHA,2002,15.1
GHA,2003,15.43
GHA,2004,15.61
GHA,2005,16.32
GHA,2006,16.8
GHA,2007,16.68
GHA,2008,17.16
GHA,2009,17.45
GHA,2010,18.32
GHA,2011,22.19
GHA,2012,24.63
GHA,2013,25.98
GHA,2014,25.1
GHA,2015,24.45
GHA,2016,24.88
GHA,2017,27.58
GHA,2018,29.86
GHA,2019,29.86
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,7.29
GIN,2001,7.29
GIN,2002,7.25
GIN,2003,8.94
GIN,2004,8.76
GIN,2005,8.84
GIN,2006,8.61
GIN,2007,8.84
GIN,2008,9.21
GIN,2009,9.1
GIN,2010,9.41
GIN,2011,10.12
GIN,2012,10.34
GIN,2013,10.66
GIN,2014,11.02
GIN,2015,7.77
GIN,2016,8.49
GIN,2017,9.37
GIN,2018,9.13
GIN,2019,9.13
GMB,2000,8.03
GMB,2001,8.03
GMB,2002,7.87
GMB,2003,7.32
GMB,2004,6.93
GMB,2005,6.63
GMB,2006,7.16
GMB,2007,7.53
GMB,2008,7.5
GMB,2009,7.68
GMB,2010,7.88
GMB,2011,8.14
GMB,2012,8.56
GMB,2013,8.89
GMB,2014,9.1
GMB,2015,9.39
GMB,2016,9.67
GMB,2017,10.36
GMB,2018,11.15
GMB,2019,11.15
GNB,2000,2.32
GNB,2001,2.53
GNB,2002,2.22
GNB,2003,2.18
GNB,2004,2.18
GNB,2005,2.14
GNB,2006,2.3
GNB,2007,2.36
GNB,2008,2.32
GNB,2009,2.48
GNB,2010,2.52
GNB,2011,2.75
GNB,2012,2.64
GNB,2013,2.87
GNB,2014,2.99
GNB,2015,2.75
GNB,2016,2.94
GNB,2017,2.89
GNB,2018,3.15
GNB,2019,3.15
GNQ,2000,0.0
GNQ,2001,0.0
GNQ,2002,0.0
GNQ,2003,0.0
GNQ,2004,0.0
GNQ,2005,0.0
GNQ,2006,0.0
GNQ,2007,0.0
GNQ,2008,0.0
GNQ,2009,0.0
GNQ,2010,0.0
GNQ,2011,0.0
GNQ,2012,0.0
GNQ,2013,0.0
GNQ,2014,0.0
GNQ,2015,0.0
GNQ,2016,0.0
GNQ,2017,0.0
GNQ,2018,0.0
GNQ,2019,0.0
GRC,2000,17.14
GRC,2001,18.05
GRC,2002,20.43
GRC,2003,20.96
GRC,2004,22.19
GRC,2005,22.21
GRC,2006,23.62
GRC,2007,24.01
GRC,2008,23.97
GRC,2009,23.14
GRC,2010,21.53
GRC,2011,19.45
GRC,2012,17.68
GRC,2013,17.2
GRC,2014,17.29
GRC,2015,17.18
GRC,2016,16.58
GRC,2017,16.85
GRC,2018,17.12
GRC,2019,17.12
GRD,2000,0.0
GRD,2001,0.0
GRD,2002,0.0
GRD,2003,0.0
GRD,2004,0.0
GRD,2005,0.0
GRD,2006,0.0
GRD,2007,0.0
GRD,2008,0.0
GRD,2009,0.0
GRD,2010,0.0
GRD,2011,0.0
GRD,2012,0.0
GRD,2013,0.0
GRD,2014,0.0
GRD,2015,0.0
GRD,2016,0.0
GRD,2017,0.0
GRD,2018,0.0
GRD,2019,0.0
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,13.47
GTM,2001,13.47
GTM,2002,12.98
GTM,2003,12.49
GTM,2004,12.2
GTM,2005,12.02
GTM,2006,12.08
GTM,2007,12.86
GTM,2008,13.5
GTM,2009,13.65
GTM,2010,14.1
GTM,2011,14.68
GTM,2012,15.23
GTM,2013,15.86
GTM,2014,16.54
GTM,2015,17.27
GTM,2016,17.89
GTM,2017,18.37
GTM,2018,18.94
GTM,2019,18.94
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,1.46
GUY,2001,1.46
GUY,2002,1.46
GUY,2003,1.46
GUY,2004,1.46
GUY,2005,1.46
GUY,2006,1.46
GUY,2007,1.46
GUY,2008,1.46
GUY,2009,1.46
GUY,2010,1.46
GUY,2011,1.55
GUY,2012,1.64
GUY,2013,1.71
GUY,2014,1.77
GUY,2015,1.81
GUY,2016,1.92
GUY,2017,1.93
GUY,2018,1.96
GUY,2019,1.96
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,6.86
HND,2001,6.86
HND,2002,6.86
HND,2003,6.86
HND,2004,7.25
HND,2005,7.7
HND,2006,8.3
HND,2007,8.9
HND,2008,9.41
HND,2009,9.33
HND,2010,9.58
HND,2011,9.73
HND,2012,10.2
HND,2013,10.67
HND,2014,10.79
HND,2015,11.17
HND,2016,11.57
HND,2017,12.0
HND,2018,12.53
HND,2019,12.53
HRV,2000,66.25
HRV,2001,66.25
HRV,2002,66.25
HRV,2003,66.25
HRV,2004,66.25
HRV,2005,66.25
HRV,2006,66.25
HRV,2007,66.25
HRV,2008,68.69
HRV,2009,59.75
HRV,2010,60.15
HRV,2011,59.32
HRV,2012,56.59
HRV,2013,61.3
HRV,2014,57.66
HRV,2015,53.68
HRV,2016,57.73
HRV,2017,58.97
HRV,2018,60.08
HRV,2019,60.08
HTI,2000,4.0
HTI,2001,3.97
HTI,2002,3.98
HTI,2003,4.0
HTI,2004,3.88
HTI,2005,3.97
HTI,2006,3.93
HTI,2007,3.97
HTI,2008,3.99
HTI,2009,4.12
HTI,2010,3.79
HTI,2011,4.18
HTI,2012,4.43
HTI,2013,4.6
HTI,2014,4.71
HTI,2015,4.82
HTI,2016,4.86
HTI,2017,4.89
HTI,2018,4.94
HTI,2019,4.94
HUN,2000,12.4
HUN,2001,13.28
HUN,2002,14.38
HUN,2003,14.72
HUN,2004,15.32
HUN,2005,16.91
HUN,2006,17.65
HUN,2007,17.44
HUN,2008,17.87
HUN,2009,16.96
HUN,2010,17.35
HUN,2011,17.88
HUN,2012,17.77
HUN,2013,20.03
HUN,2014,22.6
HUN,2015,23.24
HUN,2016,23.66
HUN,2017,23.88
HUN,2018,25.08
HUN,2019,25.08
IDN,2000,2.8
IDN,2001,2.8
IDN,2002,2.8
IDN,2003,2.8
IDN,2004,2.8
IDN,2005,2.8
IDN,2006,2.84
IDN,2007,2.9
IDN,2008,2.93
IDN,2009,2.94
IDN,2010,3.02
IDN,2011,3.13
IDN,2012,3.22
IDN,2013,3.29
IDN,2014,3.36
IDN,2015,3.46
IDN,2016,3.57
IDN,2017,3.75
IDN,2018,3.94
IDN,2019,3.94
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,124.97
IRL,2001,135.99
IRL,2002,147.6
IRL,2003,147.06
IRL,2004,149.88
IRL,2005,212.83
IRL,2006,179.69
IRL,2007,261.84
IRL,2008,204.14
IRL,2009,242.82
IRL,2010,200.02
IRL,2011,195.77
IRL,2012,192.16
IRL,2013,186.8
IRL,2014,192.6
IRL,2015,244.51
IRL,2016,245.33
IRL,2017,234.61
IRL,2018,229.46
IRL,2019,229.46
IRN,2000,2.81
IRN,2001,2.84
IRN,2002,3.03
IRN,2003,3.25
IRN,2004,3.44
IRN,2005,3.62
IRN,2006,3.81
IRN,2007,4.06
IRN,2008,4.07
IRN,2009,4.05
IRN,2010,4.31
IRN,2011,4.45
IRN,2012,4.08
IRN,2013,4.02
IRN,2014,4.14
IRN,2015,4.07
IRN,2016,4.6
IRN,2017,4.77
IRN,2018,4.55
IRN,2019,4.55
IRQ,2000,1.35
IRQ,2001,1.37
IRQ,2002,1.29
IRQ,2003,1.07
IRQ,2004,1.66
IRQ,2005,1.76
IRQ,2006,1.74
IRQ,2007,1.83
IRQ,2008,2.08
IRQ,2009,2.21
IRQ,2010,2.45
IRQ,2011,2.8
IRQ,2012,3.27
IRQ,2013,4.13
IRQ,2014,4.37
IRQ,2015,4.73
IRQ,2016,4.89
IRQ,2017,5.07
IRQ,2018,5.42
IRQ,2019,5.42
ISL,2000,61.62
ISL,2001,61.62
ISL,2002,61.62
ISL,2003,61.62
ISL,2004,61.62
ISL,2005,61.62
ISL,2006,61.62
ISL,2007,61.62
ISL,2008,61.62
ISL,2009,61.62
ISL,2010,61.62
ISL,2011,61.62
ISL,2012,61.62
ISL,2013,61.62
ISL,2014,61.62
ISL,2015,51.08
ISL,2016,59.74
ISL,2017,58.34
ISL,2018,60.57
ISL,2019,60.57
ISR,2000,85.05
ISR,2001,87.39
ISR,2002,88.79
ISR,2003,88.51
ISR,2004,88.56
ISR,2005,93.34
ISR,2006,100.74
ISR,2007,107.31
ISR,2008,112.55
ISR,2009,115.41
ISR,2010,116.3
ISR,2011,119.86
ISR,2012,120.56
ISR,2013,122.79
ISR,2014,124.75
ISR,2015,125.72
ISR,2016,124.04
ISR,2017,129.63
ISR,2018,138.97
ISR,2019,138.97
ITA,2000,35.45
ITA,2001,37.79
ITA,2002,39.45
ITA,2003,41.23
ITA,2004,43.78
ITA,2005,46.24
ITA,2006,49.17
ITA,2007,52.32
ITA,2008,32.58
ITA,2009,49.17
ITA,2010,49.56
ITA,2011,49.61
ITA,2012,48.01
ITA,2013,47.11
ITA,2014,47.12
ITA,2015,47.64
ITA,2016,48.23
ITA,2017,49.0
ITA,2018,49.37
ITA,2019,49.37
JAM,2000,12.93
JAM,2001,13.16
JAM,2002,13.47
JAM,2003,14.08
JAM,2004,14.27
JAM,2005,14.5
JAM,2006,13.53
JAM,2007,12.63
JAM,2008,11.67
JAM,2009,10.45
JAM,2010,9.47
JAM,2011,9.03
JAM,2012,8.41
JAM,2013,7.91
JAM,2014,7.54
JAM,2015,14.18
JAM,2016,8.68
JAM,2017,8.65
JAM,2018,8.85
JAM,2019,8.85
JOR,2000,19.6
JOR,2001,22.01
JOR,2002,22.74
JOR,2003,23.79
JOR,2004,24.75
JOR,2005,24.92
JOR,2006,27.04
JOR,2007,29.68
JOR,2008,31.56
JOR,2009,35.13
JOR,2010,34.22
JOR,2011,34.96
JOR,2012,37.92
JOR,2013,36.66
JOR,2014,33.26
JOR,2015,34.61
JOR,2016,34.11
JOR,2017,34.98
JOR,2018,35.64
JOR,2019,35.64
JPN,2000,43.21
JPN,2001,44.62
JPN,2002,46.37
JPN,2003,47.29
JPN,2004,48.57
JPN,2005,49.74
JPN,2006,50.5
JPN,2007,51.54
JPN,2008,51.27
JPN,2009,49.04
JPN,2010,50.99
JPN,2011,50.91
JPN,2012,51.57
JPN,2013,52.59
JPN,2014,52.67
JPN,2015,54.51
JPN,2016,55.03
JPN,2017,56.29
JPN,2018,56.7
JPN,2019,56.7
KAZ,2000,2.71
KAZ,2001,3.08
KAZ,2002,3.19
KAZ,2003,3.4
KAZ,2004,3.69
KAZ,2005,3.9
KAZ,2006,5.1
KAZ,2007,5.23
KAZ,2008,6.04
KAZ,2009,5.82
KAZ,2010,5.63
KAZ,2011,6.21
KAZ,2012,6.79
KAZ,2013,6.77
KAZ,2014,6.96
KAZ,2015,7.7
KAZ,2016,6.98
KAZ,2017,7.13
KAZ,2018,7.2
KAZ,2019,7.2
KEN,2000,13.29
KEN,2001,12.36
KEN,2002,11.05
KEN,2003,10.26
KEN,2004,10.16
KEN,2005,10.39
KEN,2006,10.6
KEN,2007,10.79
KEN,2008,10.23
KEN,2009,10.04
KEN,2010,10.25
KEN,2011,10.77
KEN,2012,11.31
KEN,2013,11.93
KEN,2014,12.46
KEN,2015,12.8
KEN,2016,10.77
KEN,2017,10.55
KEN,2018,11.26
KEN,2019,11.26
KGZ,2000,0.31
KGZ,2001,0.33
KGZ,2002,0.34
KGZ,2003,0.38
KGZ,2004,0.42
KGZ,2005,0.44
KGZ,2006,0.46
KGZ,2007,0.51
KGZ,2008,0.56
KGZ,2009,0.61
KGZ,2010,0.62
KGZ,2011,0.65
KGZ,2012,0.64
KGZ,2013,0.7
KGZ,2014,0.73
KGZ,2015,0.78
KGZ,2016,0.8
KGZ,2017,0.84
KGZ,2018,0.86
KGZ,2019,0.86
KHM,2000,3.25
KHM,2001,3.25
KHM,2002,3.25
KHM,2003,3.25
KHM,2004,3.25
KHM,2005,3.25
KHM,2006,3.25
KHM,2007,3.51
KHM,2008,3.65
KHM,2009,3.61
KHM,2010,3.81
KHM,2011,4.05
KHM,2012,4.41
KHM,2013,4.79
KHM,2014,5.35
KHM,2015,5.9
KHM,2016,6.44
KHM,2017,7.0
KHM,2018,7.63
KHM,2019,7.63
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0
KNA,2001,0.0
KNA,2002,0.0
KNA,2003,0.0
KNA,2004,0.0
KNA,2005,0.0
KNA,2006,0.0
KNA,2007,0.0
KNA,2008,0.0
KNA,2009,0.0
KNA,2010,0.0
KNA,2011,0.0
KNA,2012,0.0
KNA,2013,0.0
KNA,2014,0.0
KNA,2015,0.0
KNA,2016,0.0
KNA,2017,0.0
KNA,2018,0.0
KNA,2019,0.0
KOR,2000,26.54
KOR,2001,26.04
KOR,2002,26.3
KOR,2003,27.89
KOR,2004,30.1
KOR,2005,29.93
KOR,2006,33.59
KOR,2007,35.44
KOR,2008,36.36
KOR,2009,36.79
KOR,2010,39.04
KOR,2011,40.54
KOR,2012,41.45
KOR,2013,42.72
KOR,2014,44.12
KOR,2015,49.71
KOR,2016,50.86
KOR,2017,52.45
KOR,2018,53.81
KOR,2019,53.81
KWT,2000,75.49
KWT,2001,72.71
KWT,2002,72.02
KWT,2003,81.15
KWT,2004,86.43
KWT,2005,93.05
KWT,2006,98.75
KWT,2007,103.77
KWT,2008,104.23
KWT,2009,96.46
KWT,2010,100.43
KWT,2011,107.08
KWT,2012,112.49
KWT,2013,111.84
KWT,2014,112.82
KWT,2015,113.58
KWT,2016,111.96
KWT,2017,102.44
KWT,2018,102.12
KWT,2019,102.12
LAO,2000,1.42
LAO,2001,1.42
LAO,2002,1.42
LAO,2003,1.42
LAO,2004,1.42
LAO,2005,1.42
LAO,2006,1.23
LAO,2007,1.3
LAO,2008,1.31
LAO,2009,1.32
LAO,2010,1.34
LAO,2011,1.37
LAO,2012,1.35
LAO,2013,1.37
LAO,2014,1.38
LAO,2015,1.42
LAO,2016,1.54
LAO,2017,1.74
LAO,2018,1.87
LAO,2019,1.87
LBN,2000,17.45
LBN,2001,19.24
LBN,2002,19.58
LBN,2003,19.54
LBN,2004,19.88
LBN,2005,21.34
LBN,2006,21.45
LBN,2007,22.28
LBN,2008,24.09
LBN,2009,24.36
LBN,2010,25.86
LBN,2011,25.8
LBN,2012,25.77
LBN,2013,25.7
LBN,2014,25.85
LBN,2015,24.94
LBN,2016,25.42
LBN,2017,25.64
LBN,2018,25.62
LBN,2019,25.62
LBR,2000,2.37
LBR,2001,2.21
LBR,2002,2.14
LBR,2003,1.48
LBR,2004,1.76
LBR,2005,1.68
LBR,2006,1.91
LBR,2007,2.48
LBR,2008,2.56
LBR,2009,2.89
LBR,2010,2.45
LBR,2011,2.39
LBR,2012,3.05
LBR,2013,3.72
LBR,2014,4.8
LBR,2015,4.68
LBR,2016,3.89
LBR,2017,4.14
LBR,2018,4.59
LBR,2019,4.59
LBY,2000,21.47
LBY,2001,21.03
LBY,2002,21.24
LBY,2003,23.78
LBY,2004,24.51
LBY,2005,26.71
LBY,2006,27.7
LBY,2007,28.47
LBY,2008,28.29
LBY,2009,27.28
LBY,2010,27.79
LBY,2011,10.58
LBY,2012,23.15
LBY,2013,11.08
LBY,2014,5.53
LBY,2015,2.43
LBY,2016,2.37
LBY,2017,3.79
LBY,2018,4.33
LBY,2019,4.33
LCA,2000,0.0
LCA,2001,0.0
LCA,2002,0.0
LCA,2003,0.0
LCA,2004,0.0
LCA,2005,0.0
LCA,2006,0.0
LCA,2007,0.0
LCA,2008,0.0
LCA,2009,0.0
LCA,2010,0.0
LCA,2011,0.0
LCA,2012,0.0
LCA,2013,0.0
LCA,2014,0.0
LCA,2015,0.0
LCA,2016,0.0
LCA,2017,0.0
LCA,2018,0.0
LCA,2019,0.0
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,3.11
LKA,2001,3.11
LKA,2002,3.11
LKA,2003,3.11
LKA,2004,3.11
LKA,2005,3.11
LKA,2006,3.11
LKA,2007,3.37
LKA,2008,3.46
LKA,2009,3.64
LKA,2010,3.93
LKA,2011,4.36
LKA,2012,4.87
LKA,2013,5.02
LKA,2014,5.26
LKA,2015,5.42
LKA,2016,5.62
LKA,2017,5.81
LKA,2018,6.06
LKA,2019,6.06
LSO,2000,28.5
LSO,2001,29.71
LSO,2002,30.63
LSO,2003,31.66
LSO,2004,32.13
LSO,2005,33.01
LSO,2006,35.36
LSO,2007,36.3
LSO,2008,39.03
LSO,2009,39.16
LSO,2010,40.3
LSO,2011,42.81
LSO,2012,44.94
LSO,2013,45.46
LSO,2014,47.23
LSO,2015,48.11
LSO,2016,49.38
LSO,2017,49.3
LSO,2018,49.75
LSO,2019,49.75
LTU,2000,11.86
LTU,2001,11.86
LTU,2002,11.86
LTU,2003,11.86
LTU,2004,11.86
LTU,2005,11.86
LTU,2006,16.29
LTU,2007,14.77
LTU,2008,23.38
LTU,2009,23.2
LTU,2010,27.55
LTU,2011,35.39
LTU,2012,46.86
LTU,2013,67.57
LTU,2014,99.01
LTU,2015,93.94
LTU,2016,119.8
LTU,2017,147.52
LTU,2018,156.8
LTU,2019,156.8
LUX,2000,1221.06
LUX,2001,1221.06
LUX,2002,1221.06
LUX,2003,1221.06
LUX,2004,1221.06
LUX,2005,1221.06
LUX,2006,1221.06
LUX,2007,1221.06
LUX,2008,1221.06
LUX,2009,1221.06
LUX,2010,1221.06
LUX,2011,1221.06
LUX,2012,1221.06
LUX,2013,1221.06
LUX,2014,1221.06
LUX,2015,1221.06
LUX,2016,1221.06
LUX,2017,1221.06
LUX,2018,1096.77
LUX,2019,1096.77
LVA,2000,112.1
LVA,2001,112.1
LVA,2002,112.1
LVA,2003,112.1
LVA,2004,112.1
LVA,2005,112.1
LVA,2006,112.1
LVA,2007,112.1
LVA,2008,105.94
LVA,2009,87.05
LVA,2010,79.19
LVA,2011,81.85
LVA,2012,82.22
LVA,2013,88.1
LVA,2014,131.92
LVA,2015,129.49
LVA,2016,103.37
LVA,2017,132.42
LVA,2018,140.68
LVA,2019,140.68
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,3.06
MAR,2001,2.98
MAR,2002,2.85
MAR,2003,3.14
MAR,2004,3.48
MAR,2005,3.77
MAR,2006,4.17
MAR,2007,4.55
MAR,2008,5.06
MAR,2009,5.66
MAR,2010,6.27
MAR,2011,6.86
MAR,2012,7.06
MAR,2013,7.24
MAR,2014,7.54
MAR,2015,7.72
MAR,2016,7.99
MAR,2017,8.45
MAR,2018,8.73
MAR,2019,8.73
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,1.57
MDA,2001,1.81
MDA,2002,2.04
MDA,2003,2.28
MDA,2004,2.6
MDA,2005,2.88
MDA,2006,3.25
MDA,2007,3.7
MDA,2008,4.1
MDA,2009,4.04
MDA,2010,4.23
MDA,2011,4.62
MDA,2012,4.8
MDA,2013,5.31
MDA,2014,5.75
MDA,2015,7.01
MDA,2016,7.34
MDA,2017,7.6
MDA,2018,7.96
MDA,2019,7.96
MDG,2000,0.43
MDG,2001,0.46
MDG,2002,0.41
MDG,2003,0.45
MDG,2004,0.47
MDG,2005,0.48
MDG,2006,0.51
MDG,2007,0.56
MDG,2008,0.6
MDG,2009,0.57
MDG,2010,0.58
MDG,2011,0.59
MDG,2012,0.61
MDG,2013,0.62
MDG,2014,0.65
MDG,2015,0.68
MDG,2016,0.71
MDG,2017,0.74
MDG,2018,0.77
MDG,2019,0.77
MDV,2000,0.0
MDV,2001,0.0
MDV,2002,0.0
MDV,2003,0.0
MDV,2004,0.0
MDV,2005,0.0
MDV,2006,0.0
MDV,2007,0.0
MDV,2008,0.0
MDV,2009,0.0
MDV,2010,0.0
MDV,2011,0.0
MDV,2012,0.0
MDV,2013,0.0
MDV,2014,0.0
MDV,2015,0.0
MDV,2016,0.0
MDV,2017,0.0
MDV,2018,0.0
MDV,2019,0.0
MEX,2000,11.76
MEX,2001,11.76
MEX,2002,11.13
MEX,2003,10.98
MEX,2004,11.36
MEX,2005,11.53
MEX,2006,11.98
MEX,2007,11.99
MEX,2008,12.15
MEX,2009,11.2
MEX,2010,11.82
MEX,2011,12.37
MEX,2012,12.51
MEX,2013,12.74
MEX,2014,12.42
MEX,2015,12.63
MEX,2016,12.77
MEX,2017,12.93
MEX,2018,13.0
MEX,2019,13.0
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,11.86
MKD,2001,11.86
MKD,2002,11.86
MKD,2003,11.86
MKD,2004,11.86
MKD,2005,11.86
MKD,2006,11.86
MKD,2007,11.86
MKD,2008,9.77
MKD,2009,9.0
MKD,2010,9.49
MKD,2011,10.95
MKD,2012,4.26
MKD,2013,15.08
MKD,2014,11.44
MKD,2015,11.1
MKD,2016,7.95
MKD,2017,10.17
MKD,2018,10.02
MKD,2019,10.02
MLI,2000,0.47
MLI,2001,0.51
MLI,2002,0.54
MLI,2003,0.63
MLI,2004,0.58
MLI,2005,0.63
MLI,2006,0.73
MLI,2007,0.79
MLI,2008,0.86
MLI,2009,0.95
MLI,2010,1.04
MLI,2011,1.1
MLI,2012,1.17
MLI,2013,1.28
MLI,2014,1.37
MLI,2015,1.43
MLI,2016,1.54
MLI,2017,1.72
MLI,2018,1.85
MLI,2019,1.85
MLT,2000,102.29
MLT,2001,101.64
MLT,2002,110.72
MLT,2003,119.13
MLT,2004,122.89
MLT,2005,135.63
MLT,2006,140.26
MLT,2007,142.34
MLT,2008,160.57
MLT,2009,173.23
MLT,2010,178.99
MLT,2011,180.44
MLT,2012,186.5
MLT,2013,170.23
MLT,2014,130.48
MLT,2015,151.12
MLT,2016,156.55
MLT,2017,164.85
MLT,2018,178.83
MLT,2019,178.83
MMR,2000,0.26
MMR,2001,0.29
MMR,2002,0.33
MMR,2003,0.4
MMR,2004,0.46
MMR,2005,0.53
MMR,2006,0.62
MMR,2007,0.69
MMR,2008,0.79
MMR,2009,0.88
MMR,2010,0.98
MMR,2011,1.08
MMR,2012,1.18
MMR,2013,1.29
MMR,2014,1.41
MMR,2015,1.52
MMR,2016,1.63
MMR,2017,1.77
MMR,2018,1.84
MMR,2019,1.84
MNE,2000,17.48
MNE,2001,17.48
MNE,2002,17.48
MNE,2003,17.48
MNE,2004,17.48
