ISO,Year,IWU
FRA,2003,22.11
FRA,2004,22.11
FRA,2005,22.11
FRA,2006,22.11
FRA,2007,21.79
FRA,2008,21.79
FRA,2009,21.79
FRA,2010,21.79
FRA,2011,21.79
FRA,2012,19.77
FRA,2013,19.77
FRA,2014,19.77
FRA,2015,19.77
FRA,2016,18.15
FRA,2017,18.15
FRA,2018,18.15
FRA,2019,18.15
FRO,2000,0.0
FRO,2001,0.0
FRO,2002,0.0
FRO,2003,0.0
FRO,2004,0.0
FRO,2005,0.0
FRO,2006,0.0
FRO,2007,0.0
FRO,2008,0.0
FRO,2009,0.0
FRO,2010,0.0
FRO,2011,0.0
FRO,2012,0.0
FRO,2013,0.0
FRO,2014,0.0
FRO,2015,0.0
FRO,2016,0.0
FRO,2017,0.0
FRO,2018,0.0
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.0114
GAB,2001,0.0114
GAB,2002,0.0114
GAB,2003,0.0114
GAB,2004,0.0114
GAB,2005,0.0141
GAB,2006,0.0141
GAB,2007,0.0141
GAB,2008,0.0141
GAB,2009,0.0141
GAB,2010,0.0141
GAB,2011,0.0141
GAB,2012,0.0141
GAB,2013,0.0141
GAB,2014,0.0141
GAB,2015,0.0141
GAB,2016,0.0141
GAB,2017,0.0141
GAB,2018,0.0141
GAB,2019,0.0141
GBR,2000,7.19
GBR,2001,7.19
GBR,2002,7.19
GBR,2003,7.19
GBR,2004,7.19
GBR,2005,7.19
GBR,2006,7.19
GBR,2007,1.193
GBR,2008,1.193
GBR,2009,1.193
GBR,2010,1.193
GBR,2011,1.193
GBR,2012,1.122
GBR,2013,1.122
GBR,2014,1.122
GBR,2015,1.122
GBR,2016,1.01
GBR,2017,1.01
GBR,2018,1.01
GBR,2019,1.01
GEO,2000,0.1952
GEO,2001,0.1952
GEO,2002,0.1952
GEO,2003,0.1952
GEO,2004,0.1952
GEO,2005,0.4
GEO,2006,0.4
GEO,2007,0.4
GEO,2008,0.4
GEO,2009,0.4
GEO,2010,0.4
GEO,2011,0.4
GEO,2012,0.4
GEO,2013,0.4
GEO,2014,0.4
GEO,2015,0.4
GEO,2016,0.4
GEO,2017,0.4
GEO,2018,0.4
GEO,2019,0.4
GHA,2000,0.095
GHA,2001,0.095
GHA,2002,0.095
GHA,2003,0.095
GHA,2004,0.095
GHA,2005,0.095
GHA,2006,0.095
GHA,2007,0.095
GHA,2008,0.095
GHA,2009,0.095
GHA,2010,0.095
GHA,2011,0.095
GHA,2012,0.095
GHA,2013,0.095
GHA,2014,0.095
GHA,2015,0.095
GHA,2016,0.095
GHA,2017,0.095
GHA,2018,0.095
GHA,2019,0.095
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,0.0521
GIN,2001,0.0521
GIN,2002,0.0521
GIN,2003,0.0521
GIN,2004,0.0521
GIN,2005,0.0562
GIN,2006,0.0562
GIN,2007,0.0562
GIN,2008,0.0562
GIN,2009,0.0562
GIN,2010,0.0562
GIN,2011,0.0562
GIN,2012,0.0562
GIN,2013,0.0562
GIN,2014,0.0562
GIN,2015,0.0562
GIN,2016,0.0562
GIN,2017,0.0562
GIN,2018,0.0562
GIN,2019,0.0562
GMB,2000,0.0174
GMB,2001,0.0174
GMB,2002,0.0174
GMB,2003,0.0174
GMB,2004,0.0174
GMB,2005,0.0212
GMB,2006,0.0212
GMB,2007,0.0212
GMB,2008,0.0212
GMB,2009,0.0212
GMB,2010,0.0212
GMB,2011,0.0212
GMB,2012,0.0212
GMB,2013,0.0212
GMB,2014,0.0212
GMB,2015,0.0212
GMB,2016,0.0212
GMB,2017,0.0212
GMB,2018,0.0212
GMB,2019,0.0212
GNB,2000,0.008
GNB,2001,0.008
GNB,2002,0.008
GNB,2003,0.008
GNB,2004,0.008
GNB,2005,0.0119
GNB,2006,0.0119
GNB,2007,0.0119
GNB,2008,0.0119
GNB,2009,0.0119
GNB,2010,0.0119
GNB,2011,0.0119
GNB,2012,0.0119
GNB,2013,0.0119
GNB,2014,0.0119
GNB,2015,0.0119
GNB,2016,0.0119
GNB,2017,0.0119
GNB,2018,0.0119
GNB,2019,0.0119
GNQ,2000,0.0026
GNQ,2001,0.0026
GNQ,2002,0.0026
GNQ,2003,0.0026
GNQ,2004,0.0026
GNQ,2005,0.003
GNQ,2006,0.003
GNQ,2007,0.003
GNQ,2008,0.003
GNQ,2009,0.003
GNQ,2010,0.003
GNQ,2011,0.003
GNQ,2012,0.003
GNQ,2013,0.003
GNQ,2014,0.003
GNQ,2015,0.003
GNQ,2016,0.003
GNQ,2017,0.003
GNQ,2018,0.003
GNQ,2019,0.003
GRC,2000,0.3255
GRC,2001,0.3255
GRC,2002,0.3255
GRC,2003,0.3255
GRC,2004,0.3255
GRC,2005,0.3255
GRC,2006,0.3255
GRC,2007,0.3255
GRC,2008,0.3255
GRC,2009,0.3255
GRC,2010,0.3255
GRC,2011,0.3255
GRC,2012,0.126
GRC,2013,0.126
GRC,2014,0.126
GRC,2015,0.126
GRC,2016,0.2083
GRC,2017,0.2083
GRC,2018,0.2083
GRC,2019,0.2083
GRD,2000,0.0
GRD,2001,0.0
GRD,2002,0.0
GRD,2003,0.0
GRD,2004,0.0
GRD,2005,0.0
GRD,2006,0.0
GRD,2007,0.0
GRD,2008,0.0
GRD,2009,0.0
GRD,2010,0.0
GRD,2011,0.0
GRD,2012,0.0
GRD,2013,0.0
GRD,2014,0.0
GRD,2015,0.0
GRD,2016,0.0
GRD,2017,0.0
GRD,2018,0.0
GRD,2019,0.0
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,0.6031
GTM,2001,0.6031
GTM,2002,0.6031
GTM,2003,0.6031
GTM,2004,0.6031
GTM,2005,0.6031
GTM,2006,0.6031
GTM,2007,0.6031
GTM,2008,0.6031
GTM,2009,0.6031
GTM,2010,0.6031
GTM,2011,0.6031
GTM,2012,0.6031
GTM,2013,0.6031
GTM,2014,0.6031
GTM,2015,0.6031
GTM,2016,0.6031
GTM,2017,0.6031
GTM,2018,0.6031
GTM,2019,0.6031
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,0.01
GUY,2001,0.01
GUY,2002,0.01
GUY,2003,0.01
GUY,2004,0.01
GUY,2005,0.0204
GUY,2006,0.0204
GUY,2007,0.0204
GUY,2008,0.0204
GUY,2009,0.0204
GUY,2010,0.0204
GUY,2011,0.0204
GUY,2012,0.0204
GUY,2013,0.0204
GUY,2014,0.0204
GUY,2015,0.0204
GUY,2016,0.0204
GUY,2017,0.0204
GUY,2018,0.0204
GUY,2019,0.0204
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,0.114
HND,2001,0.114
HND,2002,0.114
HND,2003,0.114
HND,2004,0.114
HND,2005,0.114
HND,2006,0.114
HND,2007,0.114
HND,2008,0.114
HND,2009,0.114
HND,2010,0.114
HND,2011,0.114
HND,2012,0.114
HND,2013,0.114
HND,2014,0.114
HND,2015,0.114
HND,2016,0.114
HND,2017,0.114
HND,2018,0.114
HND,2019,0.114
HRV,2000,0.0628
HRV,2001,0.0628
HRV,2002,0.0628
HRV,2003,0.0628
HRV,2004,0.0628
HRV,2005,0.0628
HRV,2006,0.0628
HRV,2007,0.0628
HRV,2008,0.0628
HRV,2009,0.0628
HRV,2010,0.0628
HRV,2011,0.0628
HRV,2012,0.1477
HRV,2013,0.1477
HRV,2014,0.1477
HRV,2015,0.1477
HRV,2016,0.1477
HRV,2017,0.184
HRV,2018,0.184
HRV,2019,0.184
HTI,2000,0.051
HTI,2001,0.051
HTI,2002,0.051
HTI,2003,0.051
HTI,2004,0.051
HTI,2005,0.051
HTI,2006,0.051
HTI,2007,0.051
HTI,2008,0.051
HTI,2009,0.051
HTI,2010,0.051
HTI,2011,0.051
HTI,2012,0.051
HTI,2013,0.051
HTI,2014,0.051
HTI,2015,0.051
HTI,2016,0.051
HTI,2017,0.051
HTI,2018,0.051
HTI,2019,0.051
HUN,2000,4.209
HUN,2001,4.209
HUN,2002,4.209
HUN,2003,4.209
HUN,2004,4.209
HUN,2005,4.209
HUN,2006,4.209
HUN,2007,4.486
HUN,2008,4.486
HUN,2009,4.486
HUN,2010,4.486
HUN,2011,4.486
HUN,2012,4.013
HUN,2013,4.013
HUN,2014,4.013
HUN,2015,4.013
HUN,2016,4.013
HUN,2017,3.358
HUN,2018,3.358
HUN,2019,3.358
IDN,2000,7.398
IDN,2001,7.398
IDN,2002,7.398
IDN,2003,7.398
IDN,2004,7.398
IDN,2005,24.65
IDN,2006,24.65
IDN,2007,24.65
IDN,2008,24.65
IDN,2009,24.65
IDN,2010,24.65
IDN,2011,24.65
IDN,2012,24.65
IDN,2013,24.65
IDN,2014,24.65
IDN,2015,24.65
IDN,2016,9.135
IDN,2017,9.135
IDN,2018,9.135
IDN,2019,9.135
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,0.051
IRL,2001,0.051
IRL,2002,0.051
IRL,2003,0.051
IRL,2004,0.051
IRL,2005,0.051
IRL,2006,0.051
IRL,2007,0.051
IRL,2008,0.051
IRL,2009,0.051
IRL,2010,0.051
IRL,2011,0.051
IRL,2012,0.051
IRL,2013,0.051
IRL,2014,0.051
IRL,2015,0.051
IRL,2016,0.051
IRL,2017,0.051
IRL,2018,0.051
IRL,2019,0.051
IRN,2000,1.025
IRN,2001,1.025
IRN,2002,1.025
IRN,2003,1.025
IRN,2004,1.1
IRN,2005,1.1
IRN,2006,1.1
IRN,2007,1.1
IRN,2008,1.1
IRN,2009,1.1
IRN,2010,1.1
IRN,2011,1.1
IRN,2012,1.1
IRN,2013,1.1
IRN,2014,1.1
IRN,2015,1.1
IRN,2016,1.1
IRN,2017,1.1
IRN,2018,1.1
IRN,2019,1.1
IRQ,2000,9.7
IRQ,2001,9.7
IRQ,2002,9.7
IRQ,2003,9.7
IRQ,2004,9.7
IRQ,2005,9.7
IRQ,2006,9.7
IRQ,2007,9.7
IRQ,2008,9.7
IRQ,2009,9.7
IRQ,2010,9.7
IRQ,2011,9.7
IRQ,2012,9.7
IRQ,2013,9.7
IRQ,2014,9.7
IRQ,2015,9.7
IRQ,2016,2.05
IRQ,2017,2.05
IRQ,2018,2.05
IRQ,2019,2.05
ISL,2000,0.014
ISL,2001,0.014
ISL,2002,0.014
ISL,2003,0.014
ISL,2004,0.014
ISL,2005,0.014
ISL,2006,0.014
ISL,2007,0.014
ISL,2008,0.014
ISL,2009,0.014
ISL,2010,0.014
ISL,2011,0.014
ISL,2012,0.2
ISL,2013,0.2
ISL,2014,0.2
ISL,2015,0.198
ISL,2016,0.198
ISL,2017,0.198
ISL,2018,0.198
ISL,2019,0.198
ISR,2000,0.122
ISR,2001,0.122
ISR,2002,0.122
ISR,2003,0.122
ISR,2004,0.113
ISR,2005,0.113
ISR,2006,0.113
ISR,2007,0.113
ISR,2008,0.113
ISR,2009,0.113
ISR,2010,0.13
ISR,2011,0.13
ISR,2012,0.13
ISR,2013,0.13
ISR,2014,0.13
ISR,2015,0.13
ISR,2016,0.13
ISR,2017,0.072
ISR,2018,0.072
ISR,2019,0.072
ITA,2000,16.29
ITA,2001,16.29
ITA,2002,16.29
ITA,2003,16.29
ITA,2004,16.29
ITA,2005,16.29
ITA,2006,16.29
ITA,2007,16.29
ITA,2008,16.29
ITA,2009,16.29
ITA,2010,16.29
ITA,2011,16.29
ITA,2012,16.29
ITA,2013,7.7
ITA,2014,7.7
ITA,2015,7.7
ITA,2016,7.7
ITA,2017,7.7
ITA,2018,7.7
ITA,2019,7.7
JAM,2000,0.076
JAM,2001,0.076
JAM,2002,0.076
JAM,2003,0.076
JAM,2004,0.076
JAM,2005,0.076
JAM,2006,0.076
JAM,2007,0.076
JAM,2008,0.076
JAM,2009,0.076
JAM,2010,0.076
JAM,2011,0.076
JAM,2012,0.076
JAM,2013,0.076
JAM,2014,0.076
JAM,2015,0.076
JAM,2016,1.1
JAM,2017,1.1
JAM,2018,1.1
JAM,2019,1.1
JOR,2000,0.037
JOR,2001,0.037
JOR,2002,0.037
JOR,2003,0.037
JOR,2004,0.037
JOR,2005,0.037
JOR,2006,0.037
JOR,2007,0.049
JOR,2008,0.049
JOR,2009,0.049
JOR,2010,0.049
JOR,2011,0.049
JOR,2012,0.033
JOR,2013,0.033
JOR,2014,0.033
JOR,2015,0.033
JOR,2016,0.0325
JOR,2017,0.0325
JOR,2018,0.0325
JOR,2019,0.0325
JPN,2000,12.32
JPN,2001,12.32
JPN,2002,12.32
JPN,2003,12.32
JPN,2004,12.32
JPN,2005,12.32
JPN,2006,12.32
JPN,2007,12.78
JPN,2008,12.78
JPN,2009,11.61
JPN,2010,11.61
JPN,2011,11.61
JPN,2012,11.61
JPN,2013,11.61
JPN,2014,11.61
JPN,2015,11.61
JPN,2016,11.61
JPN,2017,11.61
JPN,2018,11.61
JPN,2019,11.61
KAZ,2000,4.811
KAZ,2001,4.811
KAZ,2002,4.811
KAZ,2003,4.811
KAZ,2004,4.811
KAZ,2005,4.811
KAZ,2006,4.811
KAZ,2007,5.807
KAZ,2008,5.807
KAZ,2009,5.807
KAZ,2010,5.807
KAZ,2011,5.807
KAZ,2012,6.417
KAZ,2013,6.417
KAZ,2014,6.417
KAZ,2015,6.417
KAZ,2016,6.417
KAZ,2017,6.984
KAZ,2018,6.984
KAZ,2019,6.984
KEN,2000,0.1
KEN,2001,0.1
KEN,2002,0.1
KEN,2003,0.1
KEN,2004,0.1
KEN,2005,0.1
KEN,2006,0.1
KEN,2007,0.1
KEN,2008,0.1
KEN,2009,0.1
KEN,2010,0.125
KEN,2011,0.125
KEN,2012,0.125
KEN,2013,0.125
KEN,2014,0.125
KEN,2015,0.125
KEN,2016,0.303
KEN,2017,0.303
KEN,2018,0.303
KEN,2019,0.303
KGZ,2000,0.31
KGZ,2001,0.31
KGZ,2002,0.31
KGZ,2003,0.31
KGZ,2004,0.31
KGZ,2005,0.31
KGZ,2006,0.336
KGZ,2007,0.336
KGZ,2008,0.336
KGZ,2009,0.336
KGZ,2010,0.336
KGZ,2011,0.336
KGZ,2012,0.336
KGZ,2013,0.336
KGZ,2014,0.336
KGZ,2015,0.336
KGZ,2016,0.336
KGZ,2017,0.336
KGZ,2018,0.336
KGZ,2019,0.336
KHM,2000,0.033
KHM,2001,0.033
KHM,2002,0.033
KHM,2003,0.033
KHM,2004,0.033
KHM,2005,0.033
KHM,2006,0.033
KHM,2007,0.033
KHM,2008,0.033
KHM,2009,0.033
KHM,2010,0.033
KHM,2011,0.033
KHM,2012,0.033
KHM,2013,0.033
KHM,2014,0.033
KHM,2015,0.033
KHM,2016,0.033
KHM,2017,0.033
KHM,2018,0.033
KHM,2019,0.033
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0
KNA,2001,0.0
KNA,2002,0.0
KNA,2003,0.0
KNA,2004,0.0
KNA,2005,0.0
KNA,2006,0.0
KNA,2007,0.0
KNA,2008,0.0
KNA,2009,0.0
KNA,2010,0.0
KNA,2011,0.0
KNA,2012,0.0
KNA,2013,0.0
KNA,2014,0.0
KNA,2015,0.0
KNA,2016,0.0
KNA,2017,0.0
KNA,2018,0.0
KNA,2019,0.0
KOR,2000,4.45
KOR,2001,4.45
KOR,2002,4.45
KOR,2003,4.45
KOR,2004,4.45
KOR,2005,4.45
KOR,2006,4.45
KOR,2007,4.45
KOR,2008,4.45
KOR,2009,4.45
KOR,2010,4.45
KOR,2011,4.45
KOR,2012,4.45
KOR,2013,4.45
KOR,2014,4.45
KOR,2015,4.45
KOR,2016,4.45
KOR,2017,4.45
KOR,2018,4.45
KOR,2019,4.45
KWT,2000,0.0208
KWT,2001,0.0208
KWT,2002,0.0208
KWT,2003,0.0208
KWT,2004,0.0208
KWT,2005,0.0233
KWT,2006,0.0233
KWT,2007,0.0233
KWT,2008,0.0233
KWT,2009,0.0233
KWT,2010,0.0233
KWT,2011,0.0233
KWT,2012,0.0233
KWT,2013,0.0233
KWT,2014,0.0233
KWT,2015,0.0233
KWT,2016,0.0233
KWT,2017,0.0233
KWT,2018,0.0233
KWT,2019,0.0233
LAO,2000,0.17
LAO,2001,0.17
LAO,2002,0.17
LAO,2003,0.17
LAO,2004,0.17
LAO,2005,0.17
LAO,2006,0.17
LAO,2007,0.17
LAO,2008,0.17
LAO,2009,0.17
LAO,2010,0.17
LAO,2011,0.17
LAO,2012,0.17
LAO,2013,0.17
LAO,2014,0.17
LAO,2015,0.17
LAO,2016,0.17
LAO,2017,0.17
LAO,2018,0.17
LAO,2019,0.17
LBN,2000,0.0789
LBN,2001,0.0789
LBN,2002,0.0789
LBN,2003,0.0789
LBN,2004,0.0789
LBN,2005,0.15
LBN,2006,0.15
LBN,2007,0.15
LBN,2008,0.15
LBN,2009,0.15
LBN,2010,0.15
LBN,2011,0.15
LBN,2012,0.15
LBN,2013,0.15
LBN,2014,0.15
LBN,2015,0.9
LBN,2016,0.9
LBN,2017,0.9
LBN,2018,0.9
LBN,2019,0.9
LBR,2000,0.0474
LBR,2001,0.0474
LBR,2002,0.0474
LBR,2003,0.0474
LBR,2004,0.0474
LBR,2005,0.0534
LBR,2006,0.0534
LBR,2007,0.0534
LBR,2008,0.0534
LBR,2009,0.0534
LBR,2010,0.0534
LBR,2011,0.0534
LBR,2012,0.0534
LBR,2013,0.0534
LBR,2014,0.0534
LBR,2015,0.0534
LBR,2016,0.0534
LBR,2017,0.0534
LBR,2018,0.0534
LBR,2019,0.0534
LBY,2000,0.132
LBY,2001,0.132
LBY,2002,0.132
LBY,2003,0.132
LBY,2004,0.132
LBY,2005,0.132
LBY,2006,0.132
LBY,2007,0.132
LBY,2008,0.132
LBY,2009,0.132
LBY,2010,0.132
LBY,2011,0.132
LBY,2012,0.28
LBY,2013,0.28
LBY,2014,0.28
LBY,2015,0.28
LBY,2016,0.28
LBY,2017,0.28
LBY,2018,0.28
LBY,2019,0.28
LCA,2000,0.0
LCA,2001,0.0
LCA,2002,0.0
LCA,2003,0.0
LCA,2004,0.0
LCA,2005,0.0
LCA,2006,0.0
LCA,2007,0.0
LCA,2008,0.0
LCA,2009,0.0
LCA,2010,0.0
LCA,2011,0.0
LCA,2012,0.0
LCA,2013,0.0
LCA,2014,0.0
LCA,2015,0.0
LCA,2016,0.0
LCA,2017,0.0
LCA,2018,0.0
LCA,2019,0.0
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,0.5136
LKA,2001,0.5136
LKA,2002,0.5136
LKA,2003,0.5136
LKA,2004,0.5136
LKA,2005,0.831
LKA,2006,0.831
LKA,2007,0.831
LKA,2008,0.831
LKA,2009,0.831
LKA,2010,0.831
LKA,2011,0.831
LKA,2012,0.831
LKA,2013,0.831
LKA,2014,0.831
LKA,2015,0.831
LKA,2016,0.831
LKA,2017,0.831
LKA,2018,0.831
LKA,2019,0.831
LSO,2000,0.02
LSO,2001,0.02
LSO,2002,0.02
LSO,2003,0.02
LSO,2004,0.02
LSO,2005,0.02
LSO,2006,0.02
LSO,2007,0.02
LSO,2008,0.02
LSO,2009,0.02
LSO,2010,0.02
LSO,2011,0.02
LSO,2012,0.02
LSO,2013,0.02
LSO,2014,0.02
LSO,2015,0.02
LSO,2016,0.02
LSO,2017,0.02
LSO,2018,0.02
LSO,2019,0.02
LTU,2000,2.543
LTU,2001,2.543
LTU,2002,2.543
LTU,2003,2.543
LTU,2004,2.543
LTU,2005,2.543
LTU,2006,2.543
LTU,2007,2.543
LTU,2008,2.543
LTU,2009,2.543
LTU,2010,2.543
LTU,2011,2.543
LTU,2012,2.543
LTU,2013,2.543
LTU,2014,2.543
LTU,2015,2.543
LTU,2016,2.543
LTU,2017,0.0697
LTU,2018,0.0697
LTU,2019,0.0697
LUX,2000,0.0037
LUX,2001,0.0037
LUX,2002,0.0037
LUX,2003,0.0037
LUX,2004,0.0037
LUX,2005,0.0037
LUX,2006,0.0037
LUX,2007,0.0037
LUX,2008,0.0037
LUX,2009,0.0037
LUX,2010,0.0037
LUX,2011,0.0037
LUX,2012,0.0037
LUX,2013,0.0037
LUX,2014,0.0037
LUX,2015,0.0037
LUX,2016,0.0037
LUX,2017,0.0016
LUX,2018,0.0016
LUX,2019,0.0016
LVA,2000,0.0426
LVA,2001,0.0426
LVA,2002,0.0426
LVA,2003,0.0426
LVA,2004,0.0426
LVA,2005,0.0426
LVA,2006,0.0426
LVA,2007,0.0426
LVA,2008,0.0426
LVA,2009,0.0426
LVA,2010,0.0426
LVA,2011,0.0426
LVA,2012,0.0563
LVA,2013,0.0563
LVA,2014,0.0563
LVA,2015,0.0563
LVA,2016,0.0563
LVA,2017,0.0252
LVA,2018,0.0252
LVA,2019,0.0252
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,0.766
MAR,2001,0.766
MAR,2002,0.766
MAR,2003,0.766
MAR,2004,0.766
MAR,2005,0.766
MAR,2006,0.766
MAR,2007,0.766
MAR,2008,0.766
MAR,2009,0.766
MAR,2010,0.212
MAR,2011,0.212
MAR,2012,0.212
MAR,2013,0.212
MAR,2014,0.212
MAR,2015,0.212
MAR,2016,0.212
MAR,2017,0.212
MAR,2018,0.212
MAR,2019,0.212
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,0.9912
MDA,2001,0.9912
MDA,2002,0.9912
MDA,2003,0.9912
MDA,2004,0.9912
MDA,2005,0.8825
MDA,2006,0.8825
MDA,2007,0.8825
MDA,2008,0.8825
MDA,2009,0.8825
MDA,2010,0.8825
MDA,2011,0.8825
MDA,2012,0.8825
MDA,2013,0.8825
MDA,2014,0.8825
MDA,2015,0.8825
MDA,2016,0.8825
MDA,2017,0.65
MDA,2018,0.65
MDA,2019,0.65
MDG,2000,0.1308
MDG,2001,0.1308
MDG,2002,0.1308
MDG,2003,0.1308
MDG,2004,0.1308
MDG,2005,0.1619
MDG,2006,0.1619
MDG,2007,0.1619
MDG,2008,0.1619
MDG,2009,0.1619
MDG,2010,0.1619
MDG,2011,0.1619
MDG,2012,0.1619
MDG,2013,0.1619
MDG,2014,0.1619
MDG,2015,0.1619
MDG,2016,0.1619
MDG,2017,0.1619
MDG,2018,0.1619
MDG,2019,0.1619
MDV,2000,0.0002
MDV,2001,0.0002
MDV,2002,0.0002
MDV,2003,0.0002
MDV,2004,0.0002
MDV,2005,0.0002
MDV,2006,0.0002
MDV,2007,0.0002
MDV,2008,0.0003
MDV,2009,0.0003
MDV,2010,0.0003
MDV,2011,0.0003
MDV,2012,0.0003
MDV,2013,0.0003
MDV,2014,0.0003
MDV,2015,0.0003
MDV,2016,0.0003
MDV,2017,0.0003
MDV,2018,0.0003
MDV,2019,0.0003
MEX,2000,6.9
MEX,2001,6.9
MEX,2002,6.9
MEX,2003,6.9
MEX,2004,6.9
MEX,2005,6.9
MEX,2006,6.9
MEX,2007,7.22
MEX,2008,7.22
MEX,2009,7.22
MEX,2010,7.22
MEX,2011,7.22
MEX,2012,7.403
MEX,2013,7.403
MEX,2014,7.403
MEX,2015,7.403
MEX,2016,7.403
MEX,2017,6.814
MEX,2018,6.814
MEX,2019,6.814
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,0.1397
MKD,2001,0.1397
MKD,2002,0.1397
MKD,2003,0.1397
MKD,2004,0.1397
MKD,2005,0.1397
MKD,2006,0.1397
MKD,2007,0.1993
MKD,2008,0.1993
MKD,2009,0.1993
MKD,2010,0.1993
MKD,2011,0.1993
MKD,2012,0.1993
MKD,2013,0.107
MKD,2014,0.107
MKD,2015,0.107
MKD,2016,0.107
MKD,2017,0.107
MKD,2018,0.107
MKD,2019,0.107
